StoreId,CompleteStoreName,FoodType,AverageRating,Reviewers,City,Location,District
f1ir,Friday Cafe & Wine Bar,Western,4.5,27,hong kong,"G/F, Golden Building, 8-10 Mercer Street, Sheung Wan,",Sheung Wan
ynb1,Khao Man Gai (Sheung Wan),Thai,4.9,50,hong kong,"G/F, 8 Hillier Street, Sheung Wan,",Sheung Wan
l9ww,Luncheon by Papa Gomes,Curry,4.7,29,hong kong,"Shop 1, G/F, Ryan Mansion, 31-37 Mosque Street, Mid-Levels,",Mid-Levels
l0mx,Ollies (Hollywood Road),Western,4.9,438,hong kong,"G/F & 1/F, Centre Hollywood, 151-155 Hollywood Road, Sheung Wan,",Sheung Wan
bvlf,Silver Mine Bake,Dessert,5.0,17,hong kong,"G/F, 31 Wing Wo Street, Sheung Wan,",Sheung Wan
itm5,Melt Fine Dessert & Burger,Burgers,4.9,34,hong kong,"G/F, 47 Gough Street, Central,",Central
w5ew,Thana Dee,Thai,5.0,622,hong kong,"Shop D, G/F, Ka Yee Court, 23 Mosque Street, Mid-Levels,",Mid-Levels
w9ve,Le Velo - The Baker,Sandwich,4.9,305,hong kong,"Shop A, G/F, Beautiful Group Tower, 77 Connaught Road Central, Central,",Central
k9iv,Tak Kee Restaurant,Cha Chaan Teng,4.9,118,hong kong,"G/F, 3 Burd Street, Sheung Wan,",Sheung Wan
w4ts,CHI Tachinomi (Central Pier),Japanese,4.7,68,hong kong,"Shop A, Lower Deck, Central Pier No. 7, Man Kwong Street, Central,",Central
w5mv,PaPa Gomes,Indian,5.0,739,hong kong,"Shop 1, G/F, Ryan Mansion, 31-37 Mosque Street, Mid-Levels,",Mid-Levels
dmmb,PASSIONE,Italian,5.0,70,hong kong,"Shop B, G/F, Tower 1 of Tern Centre, 237 Queen's Road Central, Central,",Central
xaqh,Ximending Taiwanese Noodles,Taiwanese,5.0,30,hong kong,"Shop C, G/F, Lee Kee Commercial Building, 225 Queen's Road Central, Sheung Wan,",Central
s6kq,CheckCheckCin (Sheung Wan),Drinks,4.9,182,hong kong,"G/F, Kai Fung Building, 4-6 Jervois Street, Sheung Wan,",Sheung Wan
v5ti,Jo Jo Indian Cuisine (Wan Chai),Indian,4.9,1034,hong kong,"2/F, David House, 37-39 Lockhart Road, Wan Chai,",Wan Chai
xnp7,Chow's Cart Noodles (Sheung Wan),Cart Noodles,4.9,10,hong kong,"Shop A, G/F, 6 Square Street, Sheung Wan,",Sheung Wan
e7zp,Pigsman (Sheung Wan) [Extended Delivery],Western,5.0,27,hong kong,"Shop 2, G/F, Tung Lee Commercial Building, 93 Jervois Street, Sheung Wan,",Sheung Wan
ov7h,Gomokuya,Japanese,4.9,251,hong kong,"Shop 8, G/F, Rialto Building, 2 Landale Street, Wan Chai,",Wan Chai
w7ls,Genki Sushi (Shun Tak Centre),Sushi,4.9,399,hong kong,"Shop 241, 2/F, Shun Tak Centre, 168-200 Connaught Road Central, Sheung Wan,",Central
v5cq,Yum Yum,Hong Kong,4.9,164,hong kong,"G/F, 15 Burd Street, Sheung Wan,",Sheung Wan
w7lv,Maxim's Palace (Shun Tak Centre),Chinese,4.0,93,hong kong,"Shop B13-B18, B/F, Shun Tak Centre, 168-200 Connaught Road Central, Sheung Wan,",Central
p718,Arctic Ocean (Sheung Wan),Hong Kong,5.0,46,hong kong,"Shop D, G/F, Cheong Tai Commercial Building, 60-66 Wing Lok Street, Sheung Wan,",Sheung Wan
f2ek,Basmati,Indian,4.8,88,hong kong,"1/F, San Toi Building, 137-139 Connaught Road Central, Sheung Wan,",Central
scoj,Kam Fai Dim Sum,Dim Sum ,4.7,268,hong kong,"Shop C, G/F, Kelly House, 6-14 Gresson Street, Wan Chai,",Wan Chai
ws25,JOMO (Wan Chai),Western,4.8,77,hong kong,"G/F, 23 Queen's Road East, Wan Chai,",Wan Chai
w5pq,DiM (Welland),Hong Kong,4.8,711,hong kong,"Shop 3, G/F, Welland Plaza, 368 Queen's Road Central, Sheung Wan,",Central
o1pm,Inamori Bento (Sheung Wan),Japanese,4.8,129,hong kong,"Shop 14, G/F, Fook Sing Court, 378 Queen's Road Central, Sheung Wan,",Central
v4hq,Dandy's Organic Cafe,Western,5.0,493,hong kong,"G/F, Wah Koon Building, 32 Upper Lascar Row, Sheung Wan,",Sheung Wan
j8cx,Pigsman Buns (Sheung Wan),Burgers,4.9,56,hong kong,"Shop 2, G/F, Tung Lee Commercial Building, 93 Jervois Street, Sheung Wan,",Sheung Wan
d6rz,Izakaya Naomi,Japanese,4.8,167,hong kong,"Shop CF23, 2/F, Sheung Wan Municipal Services Building, 345 Queen's Road Central, Sheung Wan,",Central
b4n6,Monsieur CHATTÉ (Sheung Wan),Western,4.9,107,hong kong,"Shop 3 at G/F and Cockloft, 91 Jervois Street, Sheung Wan,",Sheung Wan
v4hr,The Sabra Restaurant (Jewish Community Centre),Middle Eastern,4.9,25,hong kong,"Tower 1, Robinson Place, 70 Robinson Road, Mid-Levels,",Mid-Levels
seo4,Akimoto,Japanese,4.7,56,hong kong,"Shop CF23, 2/F, Cooked Food Centre Sheung Wan Municipal Services Building, 345 Queen's Road Central, Sheung Wan,",Central
v1vk,Lung Kee Restaurant (Sheung Wan),Hong Kong,4.9,2591,hong kong,"G/F, Wah Kit Commercial Centre, 300 Des Voeux Road Central, Sheung Wan,",Central
v7rb,SP_CE cafe & lounge,Western,4.7,17,hong kong,"G/F, 20 Po Hing Fong, Sheung Wan,",Sheung Wan
s4eb,Wing Wah Southeast Asia Cafe,Southeast Asian,4.7,677,hong kong,"G/F, 1A Upper Station Street, Sheung Wan,",Sheung Wan
s8mf,Queen's Rice Noodle (Sheung Wan),Chinese,4.6,815,hong kong,"G/F, 370 Queen's Road Central, Sheung Wan,",Central
hc26,Hang Heung Bakery Cafe (Sheung Wan),Cha Chaan Teng,4.9,452,hong kong,"G/F, Blissful Building, 243-245 Des Voeux Road Central, Sheung Wan,",Central
e8vz,Cafe Cool,Hong Kong,4.9,117,hong kong,"Shop 1, G/F, Western Market, 323 Des Voeux Road Central, Sheung Wan,",Central
n5mn,May May Restaurant (Sheung Wan),Cha Chaan Teng,4.9,1007,hong kong,"G/F, 48 Bonham Strand, Sheung Wan,",Sheung Wan
x8vb,Victoria City Restaurant,Cantonese,3.3,17,hong kong,"Shop 501, 5/F, Citic Tower, 1 Tim Mei Avenue, Admiralty,",Admiralty
zma5,Eat Fresh Cart Noodle (Sheung Wan),Cart Noodles,4.8,336,hong kong,"G/F, 28 Queen's Road West, Sheung Wan,",Sheung Wan
n1mw,Tung Kee,Hong Kong,4.9,1858,hong kong,"Stall CF9, Cooked Food Centre, 2/F, Sheung Wan Municipal Services Building, 345 Queen's Road Central, Sheung Wan,",Central
z5qq,Premier Fruit & Juice,Drinks,5.0,77,hong kong,"G/F, 86 Jervois Street, Sheung Wan,",Sheung Wan
p6b7,Mala Works (Sheung Wan),Chinese,4.9,55,hong kong,"Shop A, G/F, 6 Square Street, Sheung Wan,",Sheung Wan
s3zy,Grove Sandwiches (Sheung Wan),Western,4.7,284,hong kong,"G/F, CS Tower, 50 Wing Lok Street, Sheung Wan,",Sheung Wan
s5vs,India Garden,Indian,5.0,428,hong kong,"Shop 1, G/F, Po Thai Building, 9 Possession Street, Sheung Wan,",Sheung Wan
w3fe,Yuki House Ramen,Ramen,4.8,414,hong kong,"Shop C, G/F, Wai Cheong Building, 5-9 Gresson Street, Wan Chai,",Wan Chai
ctb2,Noodle Works (Sheung Wan),Cart Noodles,3.0,20,hong kong,"Shop A, G/F, 6 Square Street, Sheung Wan,",Sheung Wan
s6oq,Grappa’s QRE,Italian,4.9,728,hong kong,"G/F, Tung Hey Building, 18 Queen's Road East, Wan Chai,",Wan Chai
t3p6,EL GORDO Tacos & Grill Factory,Mexican,4.9,25,hong kong,"Shop B, G/F, David House, 37-39 Lockhart Road, Wan Chai,",Wan Chai
d7fj,BBQ Works (Sheung Wan),Skewers,4.3,38,hong kong,"Shop A, G/F, 6 Square Street, Sheung Wan,",Sheung Wan
iw54,Sleepyhead,Fast Food,4.6,10,hong kong,"Shop C, G/F, 1-3 Moon Street, Wan Chai,",Wan Chai
w1mc,Forkers,Western,4.7,66,hong kong,"Shop A, G/F, YF Life Tower, 33 Lockhart Road, Wan Chai,",Wan Chai
v2is,Pho Nhat Vietnamese Cuisine (Sheung Wan),Pho,4.8,1319,hong kong,"Shop B, G/F, Arion Commercial Building, 2-12 Queen's Road West, Sheung Wan,",Sheung Wan
v4mv,Clicked,Thai,4.1,19,hong kong,"G/F, Bonham Circus, 40 Bonham Strand, Sheung Wan,",Sheung Wan
mab5,Shunichi Japanese Casual Restaurant,Rice Bowl,4.8,130,hong kong,"Shop CF23, Cooked Food Centre, 2/F, Sheung Wan Municipal Services Building, 345 Queen's Road Central, Sheung Wan,",Central
bvkr,Bento Works (Sheung Wan),Hong Kong,3.6,95,hong kong,"Shop A, G/F, 6 Square Street, Sheung Wan,",Sheung Wan
s9he,Tandoor,Indian,4.9,151,hong kong,"Shop 1, G/F, Po Thai Building, 9 Possession Street, Sheung Wan,",Sheung Wan
ulp9,Big Pink Burgers (Sheung Wan),Western,4.9,53,hong kong,"Shop A (Rear Portion), G/F, Tai Shan House, 32- 34 Tai Ping Shan Street, Sheung Wan,",Sheung Wan
s20s,Chimirrito,Western,4.5,19,hong kong,"G/F, 6 Po Yan Street, Sheung Wan,",Sheung Wan
r4zb,LeeLaksa,Singaporean,4.9,1299,hong kong,"G/F, CNT Commercial Building, 302 Queen's Road Central, Sheung Wan,",Central
s2jh,Urawa Japanese,Japanese,4.6,436,hong kong,"B/F & G/F, Tung Hip Commercial Building, 244-248 Des Voeux Road Central, Sheung Wan,",Central
w2vy,Hing Kee Cafe,Cha Chaan Teng,4.9,606,hong kong,"G/F, Tai Ming House, 182 Hollywood Road, Sheung Wan,",Sheung Wan
uyz0,Mama Mia Pizza & Pasta,Italian,4.9,153,hong kong,"G/F. 22 Possession Street, Sheung Wan, Hong Kong,",Sheung Wan
evb2,Poking (Sheung Wan),Poke Bowl ,4.9,41,hong kong,"G/F, 121 Jervois Street, Sheung Wan,",Sheung Wan
iprj,Peach Dragon Restaurant [Extended Delivery],Cha Chaan Teng,4.4,10,hong kong,"Shop A, G/F, The L.Plaza, 367-375 Queen's Road Central, Sheung Wan,",Central
x7lt,Sze Yee siu mei Restaurant (Ming Kee),Hong Kong,4.9,335,hong kong,"Stall CF8, 2/F, Cooked Food Centre, Sheung Wan Municipal Services Building, 345 Queen's Road Central, Sheung Wan,",Central
x4wa,Enishiya Original Rich Shrimp Broth Ramen,Ramen,4.7,162,hong kong,"Shop 228-230, 2/F, Shun Tak Centre, 168-200 Connaught Road Central, Sheung Wan,",Central
p4p6,Healthy Pot,Hong Kong,4.9,107,hong kong,"Shop 6, G/F, Hing Yip Commercial Centre, 272-284 Des Voeux Road Central, Sheung Wan,",Central
or38,Green Orange Restaurant and Bar,Italian,5.0,1,hong kong,"2/F, CS Tower, 50 Wing Lok Street, Sheung Wan,",Sheung Wan
czat,Day Day Yummy Chinese BBQ,Siu Mei,4.9,72,hong kong,"Shop 3 & 10, G/F, Fook Sing Court, 378 Queen's Road Central, Sheung Wan,",Central
a2ja,Soup Works (Sheung Wan),Chinese,4.1,108,hong kong,"Shop A, G/F, 6 Square Street, Sheung Wan,",Sheung Wan
s7oi,Honbo (Wan Chai),Burgers,4.9,1495,hong kong,"Shop B, G/F, New Sun House, 6-7 Sun Street, Wan Chai,",Wan Chai
gtd3,Southeast Asia Deli,Cha Chaan Teng,4.9,146,hong kong,"Shop 3019, Macau Square, 3/F, Shun Tak Centre, 168-200 Connaught Road Central, Sheung Wan,",Central
u5mf,Shanghai Home,Shanghainese,4.8,1432,hong kong,"Shop 8A, G/F, Well View Commercial Building, 10 Morrison Street, Sheung Wan,",Sheung Wan
vwm3,Indigo Coffee,Coffee,5.0,20,hong kong,"Shop A, G/F, 1 Tai Ping Shan Street, Sheung Wan,",Sheung Wan
lkad,Tsai Sing Restaurant,Western,4.9,356,hong kong,"G/F, Chastwood Villa, 126 Caine Road, Mid-Levels,",Mid-Levels
v5qu,Food Station,Hong Kong,4.9,74,hong kong,"Stall G14, Cooked Food Centre, 2/F, Sheung Wan Municipal Services Building, 345 Queen's Road Central, Sheung Wan,",Central
v1re,Minh & Kok (Shun Tak Centre),Southeast Asian,4.6,539,hong kong,"Shop 278, 2/F, Shun Tak Centre, 168-200 Connaught Road Central, Sheung Wan,",Central
s9ix,Spice Box Organics (Mid-levels),Western,4.9,205,hong kong,"Shop 1, G/F, Golden Valley Mansion, 137 Caine Road, Mid-Levels,",Mid-Levels
zykk,Chung Hing Restaurant,Hong Kong,4.8,96,hong kong,"G/F, East Asia Mansion, 23-29 Hennessy Road, Wan Chai,",Wan Chai
nckj,Teadaye (Sheung Wan),Drinks,4.9,18,hong kong,"Shop 22, G/F, Fook Sing Court, 378 Queen's Road Central, Sheung Wan,",Central
w4e9,Sun Hing Bun Restaurant,Cha Chaan Teng,5.0,31,hong kong,"Shop D, G/F, Kelly House, 8 Gresson Street, Wan Chai,",Wan Chai
y2ja,Dessert Works (Sheung Wan),HK Dessert,4.5,92,hong kong,"Shop A, G/F, 6 Square Street, Sheung Wan,",Sheung Wan
w2hk,Prawn Noodle Shop (Wan Chai),Southeast Asian,4.9,1179,hong kong,"Shop 4, G/F, Rialto Building, 2 Landale Street, Wan Chai,",Wan Chai
ma0x,Blend & Grind (Wan Chai),Western,4.5,99,hong kong,"G/F, Shun Ho Building, 1 Sun Street, Wan Chai,",Wan Chai
v1yw,Thai Good Taste,Thai,4.9,1144,hong kong,"Stall 15, Cooked Food Centre, 2/F, Sheung Wan Municipal Services Building, 345 Queen's Road Central, Sheung Wan,",Central
mezi,Soft Thunder (Wan Chai),Western,5.0,98,hong kong,"Shop B, G/F, Lok Moon Mansion, 29-31 Queen's Road East, Wan Chai,",Wan Chai
d5fk,Junels Mi Amore,Filipino,5.0,102,hong kong,"Shop A, G/F, Kam Chung Building, 52-58 Jaffe Road, Wan Chai,",Wan Chai
rgoi,Souprice Works (Sheung Wan),Hong Kong,4.8,24,hong kong,"Shop A, G/F, 6 Square Street, Sheung Wan,",Sheung Wan
s5qz,Souper Authentic,Chinese,5.0,5244,hong kong,"G/F, Tung Seng Commercial Building, 88 Jervois Street, Sheung Wan,",Sheung Wan
v6tb,Bubba Gump Shrimp Co Restaurant & Market,American,4.9,15,hong kong,"Shops 304-305, L3, The Peak Tower, 128 Peak Road, The Peak,",The Peak
x4lf,Tin Lung Roast Goose (Sun Hey Mansion),Cha Chaan Teng,4.9,247,hong kong,"Shop D, G/F, Sun Hey Mansion, 68-76 Hennessy Road, Wan Chai,",Wan Chai
s41d,Chicken Night,Fast Food,4.8,30,hong kong,"Portion A of G/F, Kew Green Hotel Wanchai Hong Kong, 41-49 Hennessy Road, Wan Chai,",Wan Chai
g1pq,Thai Flavour,Thai,4.0,20,hong kong,"Shop D1, G/F, Mountain View Mansion, 1 Amoy Street, Wan Chai,",Wan Chai
adh0,Zong Zap Thai Food,Thai,4.9,158,hong kong,"Shop C2, G/F, 118-120 Queen's Road East, Wan Chai,",Wan Chai
y63f,Lau Bei Chicken Thigh,Fried Chicken,5.0,99,hong kong,"Shop 3, G/F, Shun Feng International Centre, 182 Queen's Road East, Wan Chai,",Wan Chai
jwal,Cocolo Tokyo Cake Factory (Wan Chai),Cakes,5.0,15,hong kong,"Shop B36, B1/F, Lee Tung Avenue, 200 Queen's Road East, Wan Chai,",Wan Chai
v7gm,Mansons Lot,Western,4.8,295,hong kong,"G/F, 3 Swatow Street, Wan Chai,",Wan Chai
nzsn,CoCo Fresh Tea & Juice (Wan Chai),Bubble Tea,5.0,775,hong kong,"G/F, Wai Lun Mansion, 78-84A Hennessy Road, Wan Chai,",Wan Chai
v9kj,Wan Gui Chun Flavor Rice Noodle,Rice Noodles,4.7,1009,hong kong,"G/F, Hip Sang Building, 107 Hennessy Road, Wan Chai,",Wan Chai
v8iv,Ping Kee Restaurant,Chinese,4.9,283,hong kong,"G/F, 165 Queen's Road West, Sai Ying Pun,",Sai Ying Pun
a888,Hainanmom (Wan Chai),Hainan chicken,4.9,793,hong kong,"Shop 8B, G/F, On Hing Mansion, 156-164 Queen's Road East, Wan Chai,",Wan Chai
opdm,Number One Beef Taiwanese Cuisine,Taiwanese,4.9,305,hong kong,"G/F, Sze Bo Building, 61 Hennessy Road, Wan Chai,",Wan Chai
ezw1,Mori Ya,Japanese,4.9,82,hong kong,"Shop B, G/F, Yam Tze Commercial Building, 23 Thomson Road, Wai Chai,",Wan Chai
joqb,India Gate Indian Cuisine (Wan Chai),Curry,4.8,166,hong kong,"Unit 1A, 1/F, Hundred City Centre, 7-17 Amoy Street, Wan Chai,",Wan Chai
s1lg,Old Beijing (Wan Chai),Beijing,4.9,249,hong kong,"G/F, Hing Bong Mansion, 113 Lockhart Road, Wan Chai,",Wan Chai
kkx7,Chef's Meal (Wan Chai),Korean,4.7,21,hong kong,"Shop C1, G/F, Southorn Mansion, 55-61 Johnston Road, Wan Chai,",Wan Chai
w5xu,King Bakery (Lee Tung Avenue) (Restaurant),Hong Kong,5.0,404,hong kong,"Shop G13, G/F, The Avenue, 200 Queen's Road East, Wan Chai,",Wan Chai
orz2,Breakfast Express,Western,4.7,15,hong kong,"Shop 1A & B, G/F, ibis Hong Kong Central & Sheung Wan Hotel, 28 Des Voeux Road West, Sheung Wan,",Central
s1cl,The Oyster House,Western,4.3,76,hong kong,"25/F, QRE Plaza, 202 Queen's Road East, Wan Chai,",Wan Chai
w8uv,Bai Le Restaurant,Hong Kong,4.9,139,hong kong,"Shop 1, G/F, 108-110 Jaffe Road, Wan Chai,",Wan Chai
y1zj,Kaneko Hannosuke (Wan Chai),Japanese,4.7,85,hong kong,"Shop G16, G/F, Lee Tung Avenue, 200 Queen's Road East, Wan Chai,",Wan Chai
i4ju,Ying Kee Four Seasons Herbal Cuisine,Noodles,4.9,173,hong kong,"G/F, Floral House, 69 Hennessy Road, Wan Chai,",Wan Chai
x6rs,Sun Kau Kee,Hong Kong,4.9,460,hong kong,"Shop C9, G/F, Wealthy Mansion, 7-11 Tai Wong Street East, Wan Chai,",Tai Wo
aabg,Nepalese Restaurant,Indian,4.5,36,hong kong,"Shop A, 1/F, Shu Tak Building, 22-30 Tai Wong Street East, Wan Chai,",Tai Wo
v7ay,Big Pizza (Wan Chai),Pizza,4.7,1201,hong kong,"Shop 5, G/F, Wanchai Central Building, 89 Lockhart Road, Wan Chai,",Central
omya,Chun Shing Kitchen,Cha Chaan Teng,4.9,357,hong kong,"2/F, Mirage Tower, 15 Thomson Road, Wan Chai,",Wan Chai
s5nm,Banh Mì,Vietnamese,4.9,575,hong kong,"G/F, Shu Tak Building, 28 Tai Wong Street East, Wan Chai,",Tai Wo
s3jm,KonFusion Restaurant and Bar,Western,4.9,164,hong kong,"Shop B, G/F, Lai Yan Lau, 42-56 Queen's Road West, Sheung Wan,",Sheung Wan
w3nr,Kee Wah Tearoom,Cha Chaan Teng,4.5,142,hong kong,"Shop 186, 188-189, 1/F, 186-188 Queen's Road East, Wan Chai,",Wan Chai
rzaa,Mama Malouf (Wan Chai),Middle Eastern,4.8,23,hong kong,"G/F, Hing On Mansion, 101-103 Queen's Road East, Wan Chai,",Wan Chai
o3fn,Flagship,Western,5.0,1,hong kong,"G/F, 35 Ship Street, Wan Chai,",Wan Chai
w0ha,Beijing Home (Wan Chai),Beijing,4.8,861,hong kong,"Shop 704, 7/F & Shop 802, 8/F, Hopewell Centre, 183 Queen's Road East, Wan Chai,",Wan Chai
d06s,Boss House (Wan Chai),Cha Chaan Teng,4.8,301,hong kong,"Shop A, G/F, Newman House, 35-45 Johnston Road, Wan Chai,",Wan Chai
s8tk,Fook Yuen Chuen Heung Kok,Sichuan,4.9,380,hong kong,"2/F, Bayfield Building, 99 Hennessy Road, Wan Chai,",Wan Chai
kq9v,Super Hong Kong Restaurant,Cha Chaan Teng,4.6,91,hong kong,"G/F, Mirage Tower, 15 Thomson Road, Wan Chai,",Wan Chai
v9dh,Sun Chuk Yuen Vietnamese Restaurant (Wan Chai),Vietnamese,4.9,1030,hong kong,"Shop 1, G/F, York Place, 22 Johnston Road, Wan Chai,",Wan Chai
ik59,Cappadocia Turkish Kebab,Kebab,4.8,35,hong kong,"Shop A, G/F, Gaylord Commercial Building,114-120 Lockhart Road, Wan Chai,",Wan Chai
n546,Denmark Cafe,Cha Chaan Teng,4.9,410,hong kong,"Shop A117-119, G/F, Hennessy Building, 117-123 Hennessy Road, Wan Chai,",Wan Chai
kcxn,The Baker & The Bottleman,Bakery,4.9,287,hong kong,"Shop G14&G15, G/F, The Avenue, 200 Queen’s Road East, Wan Chai,",Wan Chai
g3mq,ABURI-EN (Lee Tung Avenue),Rice Bowl,4.9,397,hong kong,"Shop G02-G03, G/F, The Avenue, 200 Queen's Road East, Wan Chai,",Wan Chai
s2xc,Sichuan Paradise,Sichuan,4.9,483,hong kong,"3/F, One Capital Place, 18 Luard Road, Wan Chai,",Wan Chai
v2rl,Rakuraku Ramen (Wan Chai),Ramen,4.9,309,hong kong,"Shop G30, G/F, The Avenue, 200 Queen's Road East, Wan Chai,",Wan Chai
izx9,Lemon Grass (Wan Chai),Singaporean,4.4,18,hong kong,"G/F (Portion) & M/F, Kew Green Hotel, Wanchai Hong Kong, 41-49 Hennessy Road, Wan Chai,",Wan Chai
v5xl,Bosom Hainan Chicken,Hainan chicken,4.9,790,hong kong,"G/F, Hip Sang Building, 109 Hennessy Road, Wan Chai,",Wan Chai
loz1,Wing Wah AllDay (Lee Tung Avenue),Hong Kong,4.8,499,hong kong,"Shop G22-23, G/F, Lee Tung Avenue, 200 Queen's Road East, Wan Chai,",Wan Chai
hf0n,Coco Home (Wan Chai) [Extended Delivery],Japanese,4.7,14,hong kong,"G/F (Portion) & M/F, Kew Green Hotel, Wanchai Hong Kong, 41-49 Hennessy Road, Wan Chai,",Wan Chai
x6kq,Shanghai 369 Restaurant,Shanghainese,4.9,1904,hong kong,"G/F, Heung Hoi Mansion, 30-32 O'Brien Road, Wan Chai,",Wan Chai
k6je,Harbour Kitchen,Hong Kong,4.9,284,hong kong,"Harbour Road Entrance, G/F, Hong Kong Convention and Exhibition Centre, 1 Harbour Road, Wan Chai,",Wan Chai
xhex,Silk. (Wan Chai),Bubble Tea,4.9,242,hong kong,"Shop G39, G/F, Lee Tung Avenue, 200 Queen's Road East, Wan Chai,",Wan Chai
o92w,Guang Mein Zi Professional Noodle (Wan Chai),Noodles,4.8,115,hong kong,"Shop 4, G/F, On Hing Mansion, 2-4 Tai Wong Street East, Wan Chai,",Tai Wo
xuox,West Village Pizza House,Western,4.1,48,hong kong,"Shop 1A & B, G/F, ibis Hong Kong Central & Sheung Wan Hotel, 28 Des Voeux Road West, Sheung Wan,",Central
cv5o,27 Kebab House (Wan Chai),Kebab,4.9,538,hong kong,"Shop D, G/F, King Tao Building, 94-100 Lockhart Road, Wan Chai,",Wan Chai
v2yn,Panda & Son,Italian,4.8,67,hong kong,"Shop 1A & B, G/F, ibis Hong Kong Central & Sheung Wan, 28 Des Voeux Road West, Sheung Wan,",Central
s3le,Namaste Kitchen,Indian,4.9,2307,hong kong,"G/F, Medal Court, 38 Queen's Road West, Sheung Wan,",Sheung Wan
vlbs,Wrap Cuisine (Wan Chai),Mexican,4.7,108,hong kong,"Shop 4, G/F, Wan Chai Central Building, 89 Lockhart Rd, Wan Chai,",Central
d1du,Red City Cafe,Cha Chaan Teng,5.0,666,hong kong,"Shop 2, G/F, York Place, 22 Johnston Road, Wan Chai,",Wan Chai
kmmr,Jiufen Taiwanese Food [Extended Delivery],Taiwanese,3.6,21,hong kong,"G/F (Portion) & M/F, Kew Green Hotel, Wanchai Hong Kong, 41-49 Hennessy Road, Wan Chai,",Wan Chai
o4io,Chautari Indian and Nepalese Cuisine,Curry,5.0,256,hong kong,"Stall CF12, Queen's Street Cooked Food Market, 1/F, 38 Des Voeux Road West, Sheung Wan,",Sheung Wan
fu40,Ebeneezer's Express (Wanchai),Kebab,4.9,759,hong kong,"Shop 4, G/F, Wanchai Central Building, 89 Lockhart Road, Wan Chai,",Central
icgy,Delhi 6 Indian cuisine Restaurant & Bar,Indian,3.9,18,hong kong,"Unit 1A, 1/F, Hundred City Centre, 7-17 Amoy Street, Wan Chai,",Wan Chai
w2vc,Ho Sing Coffee Stall,Hong Kong,1.2,27,hong kong,"Shop A3, G/F, 87 Hennessy Road, Wan Chai,",Wan Chai
z4tu,Holy Gaw,Filipino,4.9,64,hong kong,"Shop 4-4A, Yen May Building, 15 Swatow Street, Wan Chai,",Wan Chai
quy3,Pin To Thai,Thai,4.9,103,hong kong,"Shop C, G/F, 50 Johnston Road, Wan Chai,",Wan Chai
x3hi,Yixin Restaurant,Cantonese,4.8,118,hong kong,"Shop 3-4, G/F & B/F, Shanghai Industrial Investment Building, 48-62 Hennessy Road, Wan Chai,",Wan Chai
asc7,COMEBUYTEA (Wan Chai On Hong Commercial Building),Bubble Tea,4.9,275,hong kong,"Shop 1, G/F, On Hong Commercial Building, 145 Hennessy Road, Wan Chai,",Wan Chai
fcdc,Peking Dumpling Wong,Hong Kong,4.7,197,hong kong,"Shop C, G/F, 118 Jaffe Road, Wan Chai,",Wan Chai
mil0,The Satay Club,Cha Chaan Teng,4.8,56,hong kong,"Shop 1-2, G/F, Mei Fai Mansion, 110-116 Jaffe Road, Wan Chai,",Wan Chai
v1iq,Chiu Hing Noodles (Hennessy Road),Noodles,4.9,131,hong kong,"G/F, 80 Hennessy Road, Wan Chai,",Wan Chai
w2yl,Taboo,International,4.8,52,hong kong,"Shop A & C, G/F, One Capital Place, 18 Luard Road, Wan Chai,",Wan Chai
qn7c,90s Café,Cha Chaan Teng,4.9,199,hong kong,"Shop C, G/F, Shu Fat Building, 25-29 Thomson Road, Wan Chai,",Wan Chai
