StoreId,CompleteStoreName,FoodType,AverageRating,Reviewers,City,Location,District
o5n5,Big Guy Handmade Dumping Specialty Store,Dumpling,4.5,11,hong kong,"Shop C, G/F, 182 Fuk Wa Street, Sham Shui Po,",Sham Shui Po
v9fu,Chuen Taste Restaurant (Pei Ho Street),Rice Noodles,4.9,1224,hong kong,"SHOP B, G/F, TAI LEE MANSION, 165-167 PEI HO STREET, SHAM SHUI PO,",Sham Shui Po
w8aq,Sushi On (Sham Shui Po),Japanese,4.9,566,hong kong,"M5 Lai Kok Shopping Centre, 12 Tonkin St, Cheung Sha Wan, KLN,",Cheung Sha Wan
zwn2,Sing Kee Sliced Noodles,Noodles,4.7,85,hong kong,"Shop 9, G/F, Kam Wah Mansion, 226-242 Cheung Sha Wan Road, Sham Shui Po,",Cheung Sha Wan
w4zk,Man Kee Noodle Restaurant,Cart Noodles,4.7,91,hong kong,"G/F, 1A Fung Yi Street, To Kwa Wan,",To Kwa Wan
ineh,Yi Li Restaurant,Cantonese,4.7,16,hong kong,"Shop 111-112, Block 20, Shek Kip Mei Estate, 101 Woh Chai Street, Shek Kip Mei,",Shek Kip Mei
ds4z,Happy BBQ,Skewers,4.9,144,hong kong,"G/F, 110 Fuk Wa Street, Sham Shui Po,",Sham Shui Po
g87w,Viet Thai Mama,Thai,4.6,43,hong kong,"Stall M08, G/F, Lai Kok Market, Lai Kok Shopping Centre, Lai Kok Estate, 12 Tonkin Street, Sham Shui Po,",Sham Shui Po
v9iz,Kasmir Curry House Ali Baba Halal Food,Indian,4.9,713,hong kong,"G/F, 264E CHEUNG SHA WAN ROAD, KOWLOON,",Cheung Sha Wan
w3ce,Yun Fat Restaurant,Chinese,4.5,46,hong kong,"G/F, 159 FUK WA STREET, SHAM SHUI PO,",Sham Shui Po
d67k,Yunnan Mama Rice Noodles,Rice Noodles,4.8,146,hong kong,"G/F, 114 Fuk Wing Street, Sham Shui Po,",Sham Shui Po
s1ca,Shabab,Middle Eastern,3.6,60,hong kong,"Ground Floor, No. 148A Kiu Kiang Street, Sham Shui Po, Kowloon,",Sham Shui Po
v1bc,King of Coconut (Sham Shui Po),Hong Kong,5.0,61,hong kong,"G/F, Hang Shing Building, 42-44 Kwelin Street, Sham Shui Po,",Sham Shui Po
xjtx,Hunger Burger,Burgers,4.7,262,hong kong,"Shop 75-76, 8/F Dragon Centre, 37K Yen Chow Street, Sham Shui Po,",Sham Shui Po
v4ox,Sun So Kee,Hong Kong,4.8,78,hong kong,"G/F, 72 Yen Chow Street, Sham Shui Po,",Sham Shui Po
ztc8,Wa Jeh Kitchen,Cha Chaan Teng,5.0,25,hong kong,"Shop 4-6, G/F, Fuk Lung Building ,191-199 Fuk Wa Street, Sham Shui Po,",Sham Shui Po
v5aq,Shum Shum Desserts,HK Dessert,4.8,795,hong kong,"Shop C, G/F, 46 Kweilin Street, Sham Shui Po,",Sham Shui Po
wp9l,Golden Bistro,Dim Sum ,4.2,231,hong kong,"G/F, 159 Pei Ho Street, Sham Shui Po,",Sham Shui Po
m0bk,Bubble Tea,Taiwanese,4.9,433,hong kong,"Shop D1A, G/F Hang Shing Building, 119-125 Fuk Wing Street, Sham Shui Po,",Sham Shui Po
w9vs,Nunchaku Restaurant,Cha Chaan Teng,4.9,794,hong kong,"Shop 5, G/F, Mei Kwai House, 13 Pak Tin St, Pak Tin, Shek Kip Mei,",Shek Kip Mei
dq2g,Viet Sinh Pho,Vietnamese,4.8,22,hong kong,"G/F, Lung Fung Building, 131-133 Un Chau Street, Sham Shui Po,",Sham Shui Po
z41a,Fat Kee Skewers,Skewers,4.9,530,hong kong,"Shop B, Ground Floor, 2 Yin On Street, To Kwa Wan, Kowloon,",To Kwa Wan
s0oy,Luk Lam Dessert (Shum Shui Po),HK Dessert,4.9,1594,hong kong,"77-79 Un Chau Street, Sham Shui Po,",Sham Shui Po
v6rv,Shanghai Man Ka Chuen Restaurant,Shanghainese,4.8,495,hong kong,"G/F, 117 FUK WING STREET, SHAM SHUI PO,",Sham Shui Po
w8cg,Sum Kee Congee (Lai Chi Kok),Congee,4.5,398,hong kong,"Shop M12, Lai Kok Market, Lai Chi Kok Road, Sham Shui Po,",Lai Chi Kok
qa4q,Sun Sam Hing Restaurant,Hong Kong,4.8,89,hong kong,"Shop No. 1-2, Ground Floor, Fortune Building, No. 107-111 Pak Tai Street, To Kwa Wan,",To Kwa Wan
upbw,Mellow Brown Coffee by UCC (Taikoo Shing),,4.6,64,hong kong,"Shop 123, 1/F, Cityplaza, 18 Taikoo Shing Road, Taikoo Shing, Quarry Bay,",Quarry Bay
w4fz,Tin Yu Vegetarian,Cantonese,4.9,502,hong kong,"G/F, No. 141 Un Chau Street, Sham Shui Po, KL,",Sham Shui Po
v5dc,Cookii Tea (Cheung Sha Wan),Taiwanese,4.4,137,hong kong,"Shop A3C, G/F, Smiling Plaza, 162-188 Un Chau Street, Cheung Sha Wan,",Cheung Sha Wan
ewpd,Wo Shun Kee x Wait Wait Hea,Taiwanese,4.5,58,hong kong,"G/F, 41 Fuk Lo Tsun Road, Kowloon City,",Kowloon City
zttm,Wong Ping Sichuan Restaurant,Sichuan,4.9,107,hong kong,"Shop 2-7, G/F, Hin Fai Building, 129-135 Castle Peak Road, Sham Shui Po,",Sham Shui Po
w9id,Wait Wait Hea,Taiwanese,4.5,1403,hong kong,"G/F, 41 Fuk Lo Tsun Road, Kowloon City,",Kowloon City
w0gi,Yu Mai (Banyan Mall),Rice Noodles,4.8,722,hong kong,"Shop 11-12A, 1/F, Banyan Mall, 863 Lai Chi Kok Road, Lai Chi Kok,",Lai Chi Kok
kmjh,Fish Ball King,Hong Kong,4.5,48,hong kong,"Shop A5, G/F, Smiling Plaza, 162-168 Un Chau Street, Sham Shui Po,",Sham Shui Po
emdw,Chezaidang Mianguan,Cart Noodles,4.9,307,hong kong,"Shop A2, G/F, Eastland Towers, 280-288 Un Chau Street, Sham Shui Po,",Sham Shui Po
f3ou,&btR (Taikoo Shing),Western,4.7,2010,hong kong,"Shop 136, 1/F, Cityplaza, 18 Taikoo Shing Road, Taikoo Shing, Quarry Bay,",Quarry Bay
pdc7,Hollywood Cafe (Sham Shui Po),Cha Chaan Teng,4.8,213,hong kong,"G/F, Wai Lee Commercial Building, 128-134 Castle Peak Road, Cheung Sha Wan,",Cheung Sha Wan
y2tw,Dim Sum Gathering,Dim Sum ,4.8,2741,hong kong,"G/F, 152 Castle Peak Road, Sham Shui Po, Kowloon,",Sham Shui Po
m8th,I-Thai,Thai,4.8,597,hong kong,"Shop 7 G/F, 138 Camp Street, Sham Shui Po, Kowloon,",Sham Shui Po
v2pd,Smart Rice Noodles (Cheung Sha Wan),Sichuan,4.7,1296,hong kong,"Shop 22, G/F, Block 2, Manor Centre, 213 Un Chau Street, Cheung Sha Wan,",Cheung Sha Wan
s1wr,Dan Ryan's Chicago Grill (Tai Koo),American,4.8,334,hong kong,"Shop 311, 3/F, Cityplaza, 18 Taikoo Shing Road, Taikoo Shing, Quarry Bay,",Quarry Bay
hqvk,Dumpling Station (Cityplaza),Dumpling,4.8,152,hong kong,"Shop 315, 3/F, Cityplaza, 18 Taikoo Shing Road, Taikoo Shing, Quarry Bay,",Quarry Bay
x6qz,CIAK- All Day Italian (Taikoo),Italian,4.8,157,hong kong,"Shop 265, 2/F, Cityplaza, 18 Taikoo Shing Road, Tai Koo,",Tai Koo
w5rz,Jiu Long Tang,Taiwanese,4.8,1005,hong kong,"Shop 228, G/F, Kam Yuck Building, 2 Wai Chi Lane, Shek Kip Mei,",Shek Kip Mei
ibls,broThai (Shek Kip Mei),Thai,4.9,43,hong kong,"Shop 14 & 15, G/F, Fook Tin Building, 38 Wai Chi Street, Shek Kip Mei,",Shek Kip Mei
q8ji,Little Thaiphant,Thai,4.9,65,hong kong,"Shop G14-G15, G/F, Fook Tin Building, 38 Wai Chi Street, Shek Kip Mei,",Shek Kip Mei
vsgm,Dancing Kettle,Coffee,4.8,49,hong kong,"Shop 59, G/F, Manor Centre, 218 Fuk Wing Street, Sham Shui Po,",Sham Shui Po
a7r0,Thai Yummy,Thai,4.5,15,hong kong,"Shop 1, G/F, Goldtop Garden, 159-161 Camp Street, Cheung Sha Wan,",Cheung Sha Wan
hdkz,T-Fresh (Quarry Bay),Taiwanese,4.8,468,hong kong,"Shop S13-S14, 2/F, North Block, Kornhill Plaza, 1 Kornhill Road, Quarry Bay,",Quarry Bay
ahq3,Yo Yeah D Snacks,Hong Kong,4.8,100,hong kong,"218 Fuk Wing St, Sham Shui Po, Hong Kong,",Sham Shui Po
dv8o,Fat Boy Chicken,Fried Chicken,5.0,28,hong kong,"Shop C, G/F, Fulham Court, 142 Castle Peak Road, Sham Shui Po,",Sham Shui Po
x2ae,Mrs Hunan,Hong Kong,4.9,138,hong kong,"G/F, 354, Prince Edward Road West, Kowloon City,",Kowloon City
j1yo,agnès b. Café LPG (Tai Koo),French,4.9,338,hong kong,"Shop 280-282, 2/F, Cityplaza, 18 Taikoo Shing Road, Taikoo Shing, Quarry Bay,",Quarry Bay
o6lc,BANCHAN and COOK (Tai Koo),Korean,4.8,1062,hong kong,"Shop 222A, 2/F, Cityplaza, 18 Taikoo Shing Road, Taikoo Shing, Quarry Bay,",Quarry Bay
d1au,Panda Cafe,Hong Kong,4.5,46,hong kong,"G225-226, G/F, Kam Yuck Building, 2 Wai Chi Lane, Shek Kip Mei,",Shek Kip Mei
v2wt,Sweet Moment,HK Dessert,4.8,499,hong kong,"SHOP NO. 62, G/F, MANOR CENTRE, 218 FUK WING STREET, CHEUNG SHA WAN,",Cheung Sha Wan
w0gt,McDonald’s (Manor Centre),Burgers,4.9,1208,hong kong,"Shop Nos. 9-19 & Portion of No. 23-26, G/F, Manor Centre, No.213 Un Chau Street, Sham Shui Po,",Sham Shui Po
w0xc,Ming Kee Noodles,Hong Kong,4.7,231,hong kong,"SHOP 1, G/F, RICHMOND COURT, 17-25 SHUN NING ROAD, SHAM SHUI PO, LAI CHI KOK, KOWLOON,",Lai Chi Kok
i0ig,D1 Kitchen,International,4.8,144,hong kong,"Shop CB1, G/F, Smiling Plaza, 162-188 Un Chau Street, Cheung Sha Wan,",Cheung Sha Wan
d7ql,Zan Kee Food,Hong Kong,4.5,238,hong kong,"Shop G84, Ground Floor, Pak Tin Shopping Centre, 1-3 Wai Lun Street, Shek Kip Mei,",Shek Kip Mei
etnk,The Matcha Tokyo (Cityplaza),Japanese,4.9,51,hong kong,"Shop 308, 3/F, Cityplaza, 18 Taikoo Shing Road, Taikoo Shing, Quarry Bay,",Quarry Bay
dp96,Wah Hing (Dim Sum King),Dim Sum ,4.5,63,hong kong,"Shop A9A, G/F, Smiling Plaza, 162-188 Un Chau Street, Sham Shui Po,",Sham Shui Po
ty2k,Oaky,International,4.8,24,hong kong,"Shop G12, G/F, Fook Tin Building, 38 Wai Chi Street, Shek Kip Mei,",Shek Kip Mei
bdgf,Ban Heung Lau,Chinese,4.6,27,hong kong,"Shop 204-205 & 210-213, 2/F Podium, Nam Shan Shopping Centre, Nam Shan Estate, Shek Kip Mei,",Shek Kip Mei
jq95,Tei Mou Koon Restaurant,Cha Chaan Teng,4.8,57,hong kong,"Shop 1&2, G/F, Sun Yuet House, 19-21 Lion Rock Road, Kowloon City,",Kowloon City
w2nt,Ming Tsui Hin,Cha Chaan Teng,4.9,538,hong kong,"Shop No. 4C, D & E, G/F., Banyan Mall, 863 Lai Chi Kok Road, Cheung Sha Wan,",Cheung Sha Wan
v3cr,Lamb Rack,Western,4.9,1046,hong kong,"Shop B, G/F, 20-22 Fuk Lo Tsun Road, Kowloon City,",Kowloon City
v9fz,Saigon Pho (Kowloon City),Pho,4.7,475,hong kong,"No.27, Lion Rock Road, Kowloon City,",Kowloon City
v4md,Sunshine Restaurant,Cha Chaan Teng,4.9,576,hong kong,"1/F, 108 Fortune Shopping Centre, Cheung Sha Wan,",Cheung Sha Wan
i5ep,Sweetie Granny,HK Dessert,4.9,806,hong kong,"Shop 22A, 1/F, Banyan Mall, 863 Lai Chi Kok Road, Cheung Sha Wan,",Cheung Sha Wan
w4zw,Rainbow Red Restaurant,Shanghainese,4.7,320,hong kong,"G/F, 25 Fuk Lo Tsun Road, Kowloon City, Kowloon,",Kowloon City
oqzq,Senba Cuisine,Japanese,4.7,225,hong kong,"Shop 4, G/F, Hong Fook Building, 26-36 Shun Ning Road, Sham Shui Po,",Sham Shui Po
v7bc,Suet Shan 1956 (Sham Shui Po),Cha Chaan Teng,4.7,1058,hong kong,"G/F, 62D CASTLE PEAK ROAD, SHAM SHUI PO,",Sham Shui Po
g8ak,FIGS Bistro Mediterranean & Apero Terrace Bar,Italian,5.0,27,hong kong,"Shop 1, 6/F, Cityplaza One, 1111 King's Road, Taikoo Shing, Tai Koo,",Tai Koo
oaaz,Kin Kee Fast Food (Kowloon City),Cart Noodles,4.9,232,hong kong,"Ground Floor, 11 Lion Rock Road, Kowloon City,",Kowloon City
ng7m,Stir-fried Restaurant (Cheung Sha Wan) [Extended Delivery],Hong Kong,4.8,33,hong kong,"Shop 1, G/F, Fortune Shopping Centre, Fortune Estate, 8 Hang Cheung Street, Cheung Sha Wan,",Cheung Sha Wan
v4n8,Bubble Tea,Taiwanese,2.2,75,hong kong,"Unit 16-01, G/F, Kornhill Plaza (South), 2 Kornhill Road, Quarry Bay,",Quarry Bay
v0pk,Hang Heong Un (Tai Koo),HK Dessert,4.8,257,hong kong,"Shop G015C, Eslite Spectrum Tai Koo Store, G/F, Cityplaza, 18 Taikoo Shing Road, Taikoo Shing, Quarry Bay,",Quarry Bay
t0ey,Hello Coco,HK Dessert,4.9,98,hong kong,"Shop 223, G/F, Kam Yuck Building, 2 Wai Chi Lane, Shek Kip Mei,",Shek Kip Mei
w9ok,Ming Hing Rice Noodle Roll (Shek Kip Mei),Hong Kong,5.0,200,hong kong,"Shop 83, G/F, Pak Tin Shopping Center, 1-3 Wai Chi Lane, Shek Kip Mei,",Shek Kip Mei
v5ip,Hai Phong Skewer Vietnam Restaurant,Vietnamese,4.8,54,hong kong,"Shop 63-64, G/F, Fook Tin Building, 38 Wai Chi Street, Shek Kip Mei,",Shek Kip Mei
v6sz,City Nice Kitchen,Cha Chaan Teng,4.7,1033,hong kong,"G/F, 33-35 Fuk Lo Tsun Road, Kowloon City,",Kowloon City
p2ej,Tokyo Cafe & Kitchen (AEON Kornhill),Japanese,4.8,589,hong kong,"Food Court, G/F, AEON Kornhill, 2 Kornhill Road, Quarry Bay,",Quarry Bay
e8bc,Tasty Congee & Noodle Wantun Shop (Taikoo),Hong Kong,4.7,842,hong kong,"Shop 222B, 2/F, Cityplaza, 18 Taikoo Shing Road, Taikoo Shing, Quarry Bay,",Quarry Bay
xcvq,Yue Pai,Hong Kong,4.8,17,hong kong,"Shop D, G/F, 5-9 Fuk Lo Tsun Road, Kowloon City,",Kowloon City
izoq,Hongkongers' Cafe,Cha Chaan Teng,4.9,1199,hong kong,"Shop D, Ground Floor, Sunning Court, 29-39 Shun Ning Road, Sham Shui Po,",Sham Shui Po
fn7b,The Cipollini (Tai Koo),Italian,4.9,15,hong kong,"Shop 1, 6/F, Cityplaza One, 1111 King's Road, Quarry Bay,",Quarry Bay
b6fi,Pho Vietnam Soup,Vietnamese,4.6,20,hong kong,"G/F, 128 Camp Street, Sham Shui Po,",Sham Shui Po
eoms,Siu Pai Dong (Shek Kip Mei),Cart Noodles,4.9,151,hong kong,"G21&G38-39, G/F, Pak Tin Shopping Centre, 1-3 Wai Chi Lane, Shek Kip Mei,",Shek Kip Mei
uzm0,Hairy Crab Cult Master Cookery Series,Taiwanese,4.4,139,hong kong,"G/F, 41 Fuk Lo Tsun Road, Kowloon City,",Kowloon City
i9rr,Thai Hot,Thai,4.9,256,hong kong,"Ground Floor, Sing On Building,  30-32 Nam Kok Road, Kowloon City,",Kowloon City
v1le,Lucky Food,Sichuan,4.7,228,hong kong,"G/F, 15 Tak Ku Ling Road, Kowloon City,",Kowloon City
s8bs,INDIAN CURRY KING,Indian,4.9,510,hong kong,"24 SOUTH WALL RD, KOWLOON CITY,",Kowloon City
v7xg,Bubble Lee (Lai Chi Kok),Bubble Tea,5.0,1049,hong kong,"SHOP 6-A2, G/F, ELITE INDUSTRIAL CENTRE, 883 CHEUNG SHA WAN ROAD, LAI CHI KOK, CHEUNG SHA WAN,",Cheung Sha Wan
v2no,Greater China Club,Hong Kong,4.9,273,hong kong,"Shop A, 10/F, D2 Place One, 9 Cheung Yee Street, Lai Chi Kok,",Lai Chi Kok
lb0x,King Prawn Restaurant (The Pacifica Mall),Southeast Asian,4.8,176,hong kong,"Shop 7 & 8, 2/F, Pacifica Mall, 9 Sham Shing Road, Cheung Sha Wan,",Cheung Sha Wan
bimf,Nice Dice Dessert House,HK Dessert,4.3,96,hong kong,"Shop 58&106-107, G/F, Pak Tin Shopping Centre, 1 Wai Chi Lane, Shek Kip Mei,",Shek Kip Mei
vseo,Helen's Kitchen,Hong Kong,5.0,13,hong kong,"Shop 2, G/F, Yen Shun Mansion, 63-67 Shun Ning Road, Sham Shui Po,",Sham Shui Po
n19x,Taste,Chinese,4.9,111,hong kong,"Shop A4, G/F, Merlin Centre, 98 Shun Ning Road, Sham Shui Po,",Sham Shui Po
w3dj,Sakura Bai,Sushi,4.7,392,hong kong,"G/F, 1C Wing Lung Street, Cheung Sha Wan, Kowloon (near Yuan Chau Street),",Cheung Sha Wan
s01a,Beef Brisket King,Noodles,4.8,458,hong kong,"Shop 4, G/F, Gold View Court, 20C South Wall Road, Kowloon City,",Kowloon City
v2ex,Nam Fung Restaurant (Kowloon City),Cha Chaan Teng,4.7,482,hong kong,"61-63 Hau Wong Road, Kowloon City,",Kowloon City
z6ze,Shun Hing Restaurant,Hong Kong,4.5,157,hong kong,"G/F, 56-58 Nga Tsin Wai Road, Kowloon City,",Kowloon City
dxlc,Big Sweet House (Lai Chi Kok),HK Dessert,5.0,36,hong kong,"Kiosks 18, 1/F, D2 Place Two, 15 Cheung Shun Street, Lai Chi Kok,",Lai Chi Kok
v3wm,Yummy Cart Noodles (Kowloon City),Cart Noodles,4.9,1825,hong kong,"Cockloft & G/F,No.7 Nga Tsin Wai Road, Kowloon City,",Kowloon City
v6dw,HUNG SING,Thai,4.8,848,hong kong,"G/F, 6-6A South Wall Road, Kowloon City, Hong Kong,",Kowloon City
v3oe,Thai Palace Restaurant,Thai,4.9,470,hong kong,"G/F, 15 NGA TSIN LONG ROAD, KOWLOON CITY,",Kowloon City
ma2s,Mu Taiwan Noodles (D2 Place TWO),Taiwanese,4.9,38,hong kong,"Shop 102, 1/F, D2 Place TWO, 15 Cheung Shun Street, Lai Chi Kok,",Lai Chi Kok
z6yh,Chiu Hing Traditional Kitchen,Chiu Chow,4.4,175,hong kong,"Shop 4-5, G/F, 31 Tonkin Street, Sham Shui Po,",Sham Shui Po
xgy6,Kinzakaya,Japanese,5.0,34,hong kong,"Shop 1, G/F, 909 Cheung Sha Wan Road, Cheung Sha Wan,",Cheung Sha Wan
w8mo,Golden Orchid Thai Restaurant,Thai,4.4,114,hong kong,"G/F, 12 Lung Kong Road, Kowloon City,",Kowloon City
v1bs,Picoso,Mexican,4.8,21,hong kong,"Room 101, 1/F, Elite Industrial Centre, 883 Cheung Sha Wan Road, Lai Chi Kok,",Cheung Sha Wan
w2rc,Thai-ger,Thai,4.9,853,hong kong,"Shop G03, D2 Place One, 9 Cheung Yee Street, Lai Chi Kok,",Lai Chi Kok
v5bp,Umai,Japanese,3.5,56,hong kong,"Shop 2, G/F, D2 Place One, 9 Cheung Yee Street,Lai Chi Kok,",Lai Chi Kok
z7l3,Thai Lung,Thai,4.9,30,hong kong,"Shop 6, G/F, 64 Nga Tsin Wai Road, Kowloon City,",Kowloon City
auws,Mango B Dessert,HK Dessert,4.8,41,hong kong,"G/F, Glorious Building, 195 Castle Peak Road, Sham Shui Po,",Sham Shui Po
s6mt,Tso Choi Restaurant (Kowloon City),Chinese,4.5,244,hong kong,"G/F, 17A NGA TSIN WAI ROAD, KOWLOON CITY, KOWLOON,",Kowloon City
obu5,Gwing Kee Siu Mei (Cheung Sha Wan),Hong Kong,4.5,66,hong kong,"Shop G07, G/F, Un Chau Shopping Centre, 303 Un Chau Street, Cheung Sha Wan,",Cheung Sha Wan
yu9z,Kong Lo Noodles,Cart Noodles,4.8,353,hong kong,"Shop 6-A8, G/F, Elite Industrial Centre, 883 Cheung Sha Wan Road, Lai Chi Kok,",Cheung Sha Wan
v7ra,Rustico,Spanish,4.1,48,hong kong,"Shop G01, G/F, D2 Place One, 9 Cheung Yee Street, Lai Chi Kok,",Lai Chi Kok
w4qe,Shing Fat Chiu Chow Restaurant,Chiu Chow,4.8,281,hong kong,"G/F, 21 Lung Kong Road, Kowloon City,",Kowloon City
v0tr,Wing Lung Chaozhou Catering,Chiu Chow,4.8,116,hong kong,"Shop No.5 G/F Wing Shun Bldg 1-7 Wing Lung Street Cheung Sha Wan,",Cheung Sha Wan
x2ao,Lin Man Kee (Lai Chi Kok),Cha Chaan Teng,4.6,368,hong kong,"Shop A, 1/F, Cheung Lung Industrial Building, 10 Cheung Yee Street, Lai Chi Kok,",Lai Chi Kok
w8xn,Hakka Kitchen,Chinese,5.0,126,hong kong,"Shop B, G/F, Wing Yip Building, 193A Castle Peak Road, Cheung Sha Wan,",Cheung Sha Wan
v2ws,Golden Chicken (Kowloon City),Hainan chicken,4.9,194,hong kong,"Shop B, G/F, 84 Ngan Tsin Wai Road, Kowloon City,",Kowloon City
g0xl,Laughing Golden Shrimp Noodles,Chinese,4.9,288,hong kong,"G/F, 324 Un Chau Street, Cheung Sha Wan,",Cheung Sha Wan
v9ll,I'm Thai,Thai,4.9,599,hong kong,"Shop E, G/F, Fu Wah Court, 171-175 Pratas Street, Cheung Sha Wan,",Cheung Sha Wan
uvy9,Peelong Thai Traditional (Nga Tsin Long Road),Thai,4.8,379,hong kong,"G/F, 2A-2B Nga Tsin Long Road, Kowloon City,",Kowloon City
cxac,See Ya Later 886 Taiwanese Cuisine (Cheung Sha Wan),Taiwanese,4.9,285,hong kong,"Shop 306, 3/F, D2 Place One, 9 Cheung Yee Street, Cheung Sha Wan,",Cheung Sha Wan
nk5e,Mama Mia! Pizzeria,Pizza,4.8,24,hong kong,"G/F, 5 Nam Kok Road, Kowloon City,",Kowloon City
sgu7,Taste Dragon (Kowloon City),Skewers,4.5,575,hong kong,"Shop C1-C3, G/F, 21 Nga Tsin Wai Road, Kowloon City,",Kowloon City
zi9i,Blossom (Kowloon City),Coffee,4.9,198,hong kong,"G/F, 45 Nam Kok Road, Kowloon City,",Kowloon City
l6i9,Meow Tea (Sham Shui Po),Drinks,4.9,20,hong kong,"Shop 6-A3, G/F, Elite Industrial Centre, 883 Cheung Sha Wan Road, Lai Chi Kok,",Cheung Sha Wan
v3db,Sugar Dessert (Kowloon City),HK Dessert,4.9,1577,hong kong,"G/F, 23 Lung Kong Road, Kowloon City,",Kowloon City
tnnm,Golden Aroy Thai Restaurant (Cheung Sha Wan) [Extended Delivery],Thai,4.6,14,hong kong,"Shop 102 (Minor Portion), 1/F, Elite Industrial Centre, 883 Cheung Sha Wan Road, Cheung Sha Wan,",Cheung Sha Wan
c9i5,Ashima,Chinese,4.9,11,hong kong,"Shop G1010, G/F, Yiu Sing Mansion, Shing Fai Terrace, 14 Taikoo Shing Road, Tai Koo,",Tai Koo
xpnd,Come Lo,Asian,4.9,33,hong kong,"Shop A1, G/F, Wai Ming Building, 21 Nga Tsin Wai Road, Kowloon City,",Kowloon City
foik,Oceanus,Sushi,4.6,16,hong kong,"Shop 11, 5/F, Elite Industrial Centre, 883 Cheung Sha Wan Road, Lai Chi Kok,",Cheung Sha Wan
x2td,Thai Happy Restaurant (Kowloon City),Thai,4.5,8,hong kong,"Shop B, G/F, 3-7 Tak Ku Ling Road, Kowloon City,",Kowloon City
te2j,Chun Tin How,Bubble Tea,4.9,258,hong kong,"Shop 3B3, G/F, Cheung Lung Industrial Building, 10 Cheung Yee Street, Lai Chi Kok,",Lai Chi Kok
j2f1,Glutton Kitchen Co. [Extended Delivery],Thai,4.7,17,hong kong,"Unit 9, 1/F, Elite Industrial Centre, 883 Cheung Sha Wan Road, Cheung Sha Wan,",Cheung Sha Wan
z23w,Little Thai,Asian,4.8,86,hong kong,"G/F, 26 South Wall Road, Kowloon City,",Kowloon City
vlck,Fat Ma Snack,Hong Kong,4.3,71,hong kong,"Shop B1, G/F, Fulcain House, 27 Lung Kong Road, Kowloon City,",Kowloon City
mzar,Yat Chui Hin (Pak Tin Commercial Centre),Cantonese,4.7,43,hong kong,"Shop 101, LG1/F, Pak Tin Commercial Centre, Pak Wan Street, Shek Kip Mei,",Shek Kip Mei
bypu,Happy Canteen (Mei Foo),Hong Kong,4.6,120,hong kong,"Portion A of Shop 101, G/F, 69-119 Broadway, Mei Foo Sun Chuen, Sham Shui Po,",Mei Foo
s1os,Hamataki (Kowloon City),Japanese,3.9,84,hong kong,"Shop A, Ground Floor, 59 Fuk Lo Tsun Road, Kowloon City,",Kowloon City
v6pq,Mecca (Lai Chi Kok),Middle Eastern,5.0,734,hong kong,"Shop 4, G/F, Fung Cheng Building, 340 Un Chau Street, Cheung Sha Wan,",Cheung Sha Wan
b8pl,Wonton Sang Noodle (Kowloon City),Hong Kong,4.9,144,hong kong,"G/F, 35 Lion Rock Road, Kowloon City,",Kowloon City
y3k9,Hak Po Alley (Lai Chi Kok),Taiwanese,4.9,277,hong kong,"Unit 5, 4/F, Elite Industrial Centre, 883 Cheung Sha Wan Road, Cheung Sha Wan,",Cheung Sha Wan
ogie,Mild,Western,4.9,34,hong kong,"G/F, 78 Junction Road, Kowloon City,",Kowloon City
s5bv,Watanabe-Ya,Sushi,4.9,424,hong kong,"SHOP H, G/F, 122 NGA TSIN WAI ROAD, KOWLOON CITY,",Kowloon City
x4ri,Pearl BBQ,Skewers,4.8,47,hong kong,"Shop A2, G/F, Block A, Merlin Centre, 98 Shun Ning Road, Sham Shui Po,",Sham Shui Po
w7so,Sum Kee's Beef Noodles,Hong Kong,4.8,438,hong kong,"Shop C, Ground Floor, 150 Castle Peak Road, Cheung Sha Wan,",Cheung Sha Wan
w5ol,YYZ,Chinese,4.9,68,hong kong,"G/F, 48 NAM KOK ROAD, KOWLOON CITY, KOWLOON,",Kowloon City
p3pj,Amalfitana Repulse Bay - Artisan Pizza,Pizza,4.7,168,hong kong,"Shop 105, Ground Floor, The Pulse, 26-30 Beach Road, Repulse Bay,",Repulse Bay
v6sy,Good Thai (Cheung Sha Wan),Southeast Asian,4.9,746,hong kong,"G/F, 274 Castle Peak Road, Cheung Sha Wan,",Cheung Sha Wan
s8xv,Prestige Dim Sum Restaurant (Kowloon City),Dim Sum ,4.7,2646,hong kong,"G floor, 1 Lung Kong Road, Kowloon City, Kowloon,",Kowloon City
b798,Happy Tea House,Chinese,4.7,62,hong kong,"Shop 1, G/F & 1/F, Hand Fair Court, 255 Castle Peak Road, Cheung Sha Wan,",Cheung Sha Wan
nvij,Sai Yat Cafe (Hang Ning Court),Cha Chaan Teng,4.9,350,hong kong,"Portion 9A Shops 3&4, G/F, Hang Ning Court, 253-263 Shun Ning Road, Cheung Sha Wan,",Cheung Sha Wan
tc8t,The Rooster King (Ma Shu Building),Chinese,4.9,28,hong kong,"G/F, Ma Shu Building, 92-94 Fuk Lo Tsun Road, Kowloon City,",Kowloon City
j8ry,Chill Vietnam Cuisine and Bar,Vietnamese,4.3,13,hong kong,"Shop 301, 3/F, D2 Place One, 9 Cheung Yee Street, Cheung Sha Wan,",Cheung Sha Wan
