"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City"
"a28x","Super Sushi [Extended Delivery]","Sushi","3.8","(2)","Hong Kong"
"a86r","Ma Xiao Er","Sichuan","4.5","(26)","Hong Kong"
"x9wl","Menya Shinsho","Ramen","3.9","(100+)","Hong Kong"
"bglv","Amor","Western","4.6","(59)","Hong Kong"
"p3bo","Mikawaya (Ming On Street)","Japanese","4.6","(100+)","Hong Kong"
"d6le","Some Day Or One Day Cafe","Western","4.5","(7)","Hong Kong"
"mxi4","AE Thai","Thai","5","(2)","Hong Kong"
"v5cb","Sugar Factory Cafe","Western","4.4","(51)","Hong Kong"
"a6fv","Boat Noodle (Ap Lei Chau)","Cha Chaan Teng","4.9","(5)","Hong Kong"
"f2tj","Sushi Expert","Japanese","1","(1)","Hong Kong"
"w2ox","City Lounge","International","4.1","(100+)","Hong Kong"
"zi3n","Ching Chung Korean Food","Korean","3.7","(100+)","Hong Kong"
"ctmy","B.O.A","Thai","4","(52)","Hong Kong"
"deul","Hungry Shop","Mexican","4.6","(100+)","Hong Kong"
"hm47","Viet Tasty Cuisine","Vietnamese","4.3","(54)","Hong Kong"
"qscm","Take A Seat (Hung Hom)","Cha Chaan Teng","4","(100+)","Hong Kong"
"j6no","Charming Grill (Hung Hom)","Hong Kong","4.1","(26)","Hong Kong"
"s7yj","Yvonne's Noodle","Sichuan","4.5","(500+)","Hong Kong"
"ir2z","Jeng Feng Pei (Souperbowl)","Chinese","4.5","(100+)","Hong Kong"
"rjnk","Spicy Delicious","Sichuan","4.7","(100+)","Hong Kong"
"vi24","Fruit House","Hong Kong","4.5","(48)","Hong Kong"
"nye1","Sam Yuet Cafe","Cha Chaan Teng","4.6","(40)","Hong Kong"
"uwlz","Red Basil","Thai","4.7","(76)","Hong Kong"
"v3jk","Amber’s Table","Western","4.1","(100+)","Hong Kong"
"v9xq","Le Cafe","Western","4.5","(500+)","Hong Kong"
"tgyc","Yau Luen Fat Roasted Meat Restaurant","Siu Mei","4.1","(84)","Hong Kong"
"uw3k","Morokok","Thai","4.3","(9)","Hong Kong"
"w3kg","Siu Siu Dessert House","HK Dessert","3.4","(100+)","Hong Kong"
"tzaa","Ichimoto Restaurant","Cha Chaan Teng","4.5","(35)","Hong Kong"
"tl4c","Real Taste Food","Hong Kong","4.1","(100+)","Hong Kong"
"njek","Sweet One","Hong Kong","3.5","(100+)","Hong Kong"
"icbj","Crystal Jade Jiang Nan (Whampoa Garden)","Chinese","4.1","(100+)","Hong Kong"
"x7ac","Viking","Shanghainese","3.9","(1000+)","Hong Kong"
"ucki","Tin Ma","Hong Kong","2.9","(3)","Hong Kong"
"cv0q","Leisurely Bakery","Hong Kong","4.4","(13)","Hong Kong"
"w0ue","Sister Nine Restaurant (Portland Street)","Sichuan","4.2","(100+)","Hong Kong"
"x2kg","Hau Xing Yu Shredden Chicken (Coronet Court)","Shredded chicken","4.2","(100+)","Hong Kong"
"v69n","Jian Bing Chu Fang","Hong Kong","4.5","(100+)","Hong Kong"
"v5sp","Jazzwood Noodles Kitchen","Cha Chaan Teng","4.5","(500+)","Hong Kong"
"s2vq","Hon Dim (Hung Hom)","Korean","4.3","(1000+)","Hong Kong"
"zxly","Sang Kee","Chiu Chow","4.6","(85)","Hong Kong"
"e1eq","Two Peck Crispy Chicken (To Kwa Wan)","Taiwanese","4.7","(100+)","Hong Kong"
"q9ga","Flames (Whampoa)","Western","4.5","(59)","Hong Kong"
"e9kn","Mini Saigon Restaurant","Vietnamese","4.2","(500+)","Hong Kong"
"j2vw","Dor Ma Ka Taiwanese Food","Taiwanese","4.5","(500+)","Hong Kong"
"x0bv","King's of Beef Offal","Skewers","4.4","(500+)","Hong Kong"
"zof3","Tin Ka Kitchen","Chinese","3.8","(100+)","Hong Kong"
"h68w","Burger Jack (Hung Hom)","Burgers","4","(100+)","Hong Kong"
"s9gk","Tsong Long Ting (To Kwa Wan)","Shanghainese","4.6","(1000+)","Hong Kong"
"g3zz","Tengwangge Cuisine (North Point)","Rice Noodles","4.8","(100+)","Hong Kong"
"v8vd","Congee's Home (Mong Kok)","Congee","4.1","(500+)","Hong Kong"
"kq9n","Mao Hey (Hung Hom)","Sichuan","4.3","(500+)","Hong Kong"
"xtxm","Shanghai Delicacy Restaurant","Shanghainese","4.5","(100+)","Hong Kong"
"dj1o","Pirate Ship","Burgers","4.4","(41)","Hong Kong"
"w5oj","Hong Chuan Homemade Soup","Cantonese","4.5","(500+)","Hong Kong"
"sz22","Tea Story","Bubble Tea","4.2","(10)","Hong Kong"
"dn6i","SanGong","Taiwanese","3.7","(75)","Hong Kong"
"w3nu","Man Wah Dessert","Taiwanese","4.6","(500+)","Hong Kong"
"v7yx","BHC (Mongkok)","Fried Chicken","4.5","(500+)","Hong Kong"
"pzy2","Oh Yama Japanese Restaurant","Japanese","5","(32)","Hong Kong"
"ysfl","Art of Dessert","HK Dessert","4.5","(100+)","Hong Kong"
"owpt","Red Bean [Extended Delivery]","Cha Chaan Teng","4.5","(16)","Hong Kong"
"iw6q","Sha Xian Snacks","Chinese","4","(15)","Hong Kong"
"w7ax","Phat Papa","Thai","4.3","(100+)","Hong Kong"
"ojx2","Fei Long Food","Hong Kong","4.2","(98)","Hong Kong"
"xz3k","Japan Canteen (Mong Kok)","Japanese","4.8","(20)","Hong Kong"
"vazd","M2 Dove Sei Mamma M.I.A Pasta House","Western","4.7","(100+)","Hong Kong"
"w4xm","Cheung Wing Restaurant","Cha Chaan Teng","4.3","(500+)","Hong Kong"
"w8iy","HKPF Co.","Hong Kong","4.5","(100+)","Hong Kong"
"mlvv","Ele Tea (Hung Hom)","Bubble Tea","4.8","(97)","Hong Kong"
"llkj","Sushi Yau  [Extended Delivery]","Sushi","4.4","(28)","Hong Kong"
"v9oe","Wai Sir Private Kitchen","Chinese","4.2","(100+)","Hong Kong"
"p92l","Sum Sum House","Hong Kong","4.9","(100+)","Hong Kong"
"k0kf","My D.n.A. Cafe & Bar","International","4","(14)","Hong Kong"
"w8ko","Moonlike (Olympian City 2)","Dessert","3.6","(72)","Hong Kong"
"w6kn","Supreme Restaurant (Mongkok)","Hot Pot","3.4","(100+)","Hong Kong"
"lqxw","Yung Kee Shredded Chicken (Whampoa)","Shredded chicken","4.5","(100)","Hong Kong"
"x7jy","Spicy Horse Hotpot (Mong Kok)","Hot Pot","4.3","(42)","Hong Kong"
"hk08","The Teochems","Hong Kong","4.7","(4)","Hong Kong"
"af6a","Itamaki Sushi (Hung Hom)","Japanese","4.5","(500+)","Hong Kong"
"u4mw","Mango Mania","Thai","4.1","(100+)","Hong Kong"
"d5ff","Ok Spicy","Sichuan","4.5","(100+)","Hong Kong"
"rcjn","Kau Kee Gourmet","Chinese","4.9","(7)","Hong Kong"
"ge3e","Ming Xing Shan Xi Sliced Noodles (Mong Kok)","Chinese","3.9","(27)","Hong Kong"
"au2l","All Day Chicken Lab (North Point)","Hong Kong","4.6","(96)","Hong Kong"
"x9td","Orange Elephant Thai Restaurant (North Point)","Thai","3.9","(100+)","Hong Kong"
"z3ax","Yun Nan Taste","Chinese","4.3","(100+)","Hong Kong"
"v6fe","Fung Mei Noodle","Hong Kong","4.3","(100+)","Hong Kong"
"pn66","Xi Xi Sichuan BBQ","Chinese","4.1","(12)","Hong Kong"
"w8ie","Old Beijing Dumpling Company","Dumpling","4.6","(5000+)","Hong Kong"
"uj1y","It's BBQ Time","Skewers","3.9","(66)","Hong Kong"
"x3de","Man Wah Cafe","Cha Chaan Teng","4.6","(1000+)","Hong Kong"
"v4vr","Mr. Wong's Steam Rice Roll (Mong Kok)","Chinese","2.6","(23)","Hong Kong"
"v0zz","Mui Kee Cookfood Stall (Mong Kok)","Hong Kong","4.2","(500+)","Hong Kong"
"c14g","Chill Cuisine (Whampoa)","Hong Kong","4","(15)","Hong Kong"
"rjn1","Ham6baang6laang6 (Mong Kok)","Coffee","4.6","(53)","Hong Kong"
"f9hv","Spice of India Restaurant","Indian","4.2","(86)","Hong Kong"
"dlnb","Cha Cha Lemon Tea","Lemon Tea","5","(3)","Hong Kong"
"w1dj","Cupfy (Mongkok)","Bubble Tea","4.7","(100+)","Hong Kong"
"umya","Wah Yuen Restaurant","Cha Chaan Teng","4.3","(100+)","Hong Kong"
"w0jr","Lean Hop Restaurant","Hong Kong","4.8","(100+)","Hong Kong"
"he6c","Ru Yi","Chinese","5","(10)","Hong Kong"
"loci","Chuan Wei Xiang [Extended Delivery]","Sichuan","3.7","(33)","Hong Kong"
"egwg","Sum Sum Garden","Hong Kong","5","(5)","Hong Kong"
"we95","Ippon Sushi","Sushi","4.5","(15)","Hong Kong"
"v8ag","The Sesame","HK Dessert","4.5","(1000+)","Hong Kong"
"s3xm","Hee Wan Cafe (Portland Street)","Cha Chaan Teng","4.1","(1000+)","Hong Kong"
"v8sd","Little Fusion (2Q Tung Choi Street)","Western","2.2","(86)","Hong Kong"
"i8ms","High Castle","Asian","4.7","(30)","Hong Kong"
"zt1l","Block 18 Doggie’s Noodle (Fa Yuen Street, Mong Kok)","Hong Kong","4.4","(75)","Hong Kong"
"bbno","Sik Loy Yuen Restaurant","Hong Kong","3.9","(21)","Hong Kong"
"buzh","Haru Haru Korean Bento","Korean","4.5","(100+)","Hong Kong"
"hwew","Chong Qing Grandmother","Sichuan","3.5","(37)","Hong Kong"
"x5nt","Sushi Tokumi (Hung Hom)","Japanese","4.4","(1000+)","Hong Kong"
"svu3","The Bayside Bistro Bar & Terrace","Western","5","(1)","Hong Kong"
"ftvo","Golden Thai House Hainanese Chicken Specialty Store [Extended Delivery]","Thai","2.7","(28)","Hong Kong"
"pul2","Yuen Long Sun Kee Cart Noodle Shop (Mong Kok) [Extended Delivery]","Cart Noodles","2.3","(4)","Hong Kong"
"wg80","Don Man Man","Rice Bowl","4","(52)","Hong Kong"
"v2tl","Gwing Kee Restaurant (North Point)","Hong Kong","4","(1000+)","Hong Kong"
"w9sd","Dragonfly Asian Fusion Restaurant","Southeast Asian","3.7","(100+)","Hong Kong"
"v5vu","Little Match Restaurant (Mong Kok)","Taiwanese","4","(100+)","Hong Kong"
"tqjl","Dicos","Fast Food","4.6","(100+)","Hong Kong"
"hs6j","Pokétoké","Poke Bowl ","4.5","(100+)","Hong Kong"
"v3zd","Ki's Roasted Goose x Gwing Kee Noodles","Siu Mei","3.9","(1000+)","Hong Kong"
"ki27","K Palace","Korean","4.1","(7)","Hong Kong"
"rssy","Glory Cafe (Mong Kok)","Cha Chaan Teng","4.4","(1000+)","Hong Kong"
"o6le","Great Fishing (Hung Hom)","Sauerkraut fish","4.5","(500+)","Hong Kong"
"aq9a","K-FC Dak's","Fried Chicken","4.6","(98)","Hong Kong"
"yx7f","Spicy Family","Sichuan","3.7","(4)","Hong Kong"
"v2qu","Sam But Mine (Mong Kok)","Hong Kong","4.9","(100+)","Hong Kong"
"r7q8","Thai Hungry","Thai","4.4","(100+)","Hong Kong"
"dbz3","Skewer Kitchen","Skewers","4","(100+)","Hong Kong"
"w5du","Hee Wan Cafe (Yin Chong Street)","Cha Chaan Teng","4.3","(2000+)","Hong Kong"
"q4dp","Baat Jan Sin Delights","Sichuan","4.4","(100+)","Hong Kong"
"nx53","More Yogurt (Mong Kok)","Western","4.9","(21)","Hong Kong"
"pctj","Souffle Namshan (Hung Hom)","Western","4.6","(25)","Hong Kong"
"y2yj","Clam House","Skewers","3.9","(24)","Hong Kong"
"q7vz","Home Noodles (Mong Kok)","Hong Kong","4.6","(52)","Hong Kong"
"irfl","Starry Kitchen","Hong Kong","4.1","(1000+)","Hong Kong"
"l0xb","Nagoya Canteen (Mong Kok)","Japanese","2.3","(7)","Hong Kong"
"l5ry","Ka Kee","Cha Chaan Teng","4.5","(100+)","Hong Kong"
"j8pt","New O Restaurant (Whampoa)","Cha Chaan Teng","4.5","(1000+)","Hong Kong"
"z3m1","Very Good Cafe","Cha Chaan Teng","4.4","(44)","Hong Kong"
"wfvx","Urban Meal Box","Korean","4.9","(32)","Hong Kong"
"mkv1","MKT x COMMA (Mong Kok Teppanyaki)","Bubble Tea","3","(29)","Hong Kong"
"s8xr","Chiu Chow Delicacies (North Point)","Chiu Chow","4.4","(500+)","Hong Kong"
"w7xr","Phaya Thai","Thai","3.9","(100+)","Hong Kong"
"auwf","Yum Yum Goose & Co. (Whampoa)","Chiu Chow","4.9","(29)","Hong Kong"
"c1dx","Yue Mic Ka (Tai Kok Tsui)","Rice Noodles","4.3","(1000+)","Hong Kong"
"q8ig","Japan Boat Octopus Ball (Mongkok)","Japanese","4.7","(100+)","Hong Kong"
"kgak","Korean Palace","Korean","4.4","(6)","Hong Kong"
"ai8h","King of Dumpling (Mong Kok)","Sichuan","4.3","(3)","Hong Kong"
"eg2j","Han Cook BBQ","Korean","4.8","(100+)","Hong Kong"
"xwfh","Itacho Sushi (Mong Kok)","Sushi","4.8","(32)","Hong Kong"
"nhlz","Treasure Kitchen","Hong Kong","3.7","(8)","Hong Kong"
"urkc","Cookery Sweet Tooth","Western","4.6","(100+)","Hong Kong"
"gg5l","Bite by Bite (Langham Place)","Hong Kong","5","(1)","Hong Kong"
"x1ne","E Pot (Mong Kok)","Hot Pot","3.8","(7)","Hong Kong"
"fotc","Spicy Restaurant (Mong Kok)","Sichuan","3.8","(52)","Hong Kong"
"cozt","Mr. Rice","Japanese","4.3","(10)","Hong Kong"
"s1yz","Masitda Korean Restaurant","Korean","4.4","(1000+)","Hong Kong"
"c3a7","Black Coffee","Western","4","(32)","Hong Kong"
"v8ne","Cafe Retour (Mong Kok)","Italian","4.1","(100+)","Hong Kong"
"d69h","ICHIJUISSAI (Mong Kok)","Japanese","5","(44)","Hong Kong"
"xq0a","Simple Me","Vegetarian","4.4","(25)","Hong Kong"
"n3uq","Percent Flavor","Sichuan","4.3","(100+)","Hong Kong"
"v2el","Hay Wong","Dim Sum ","4.6","(100+)","Hong Kong"
"v8ca","Tuk Tuk Cart Noodle","Cart Noodles","4.5","(1000+)","Hong Kong"
"ycy1","Sushi Takumi","Sushi","4.4","(8)","Hong Kong"
"jjta","Golden Bowl Restaurant 2.0","Hong Kong","4.3","(57)","Hong Kong"
"s5gx","Hui Wing Kee Noodles","Hong Kong","4.8","(100+)","Hong Kong"
"v1qf","IKKYU Japanese Causal Restaurant (Mong Kok)","Japanese","4.5","(100+)","Hong Kong"
"dalv","Seoul Korean Restaurant","Korean","4.7","(18)","Hong Kong"
"a0kb","Young Master (Ap Lei Chau)","Taiwanese","3.2","(8)","Hong Kong"
"w8gl","Lee Pung Won Korean","Korean","3.3","(100+)","Hong Kong"
"s6ux","TeaWood Taiwanese Cafe & Restaurant (Whampoa Gourmet)","Taiwanese","4.4","(2000+)","Hong Kong"
"v6lq","Sheung Tong Dessert Shop (Mong Kok)","HK Dessert","3.8","(100+)","Hong Kong"
"ny8m","Chicken Wings Mountain (Lei Tung)","Hong Kong","4","(100+)","Hong Kong"
"pads","1453 Ottoman Mediterranean Cuisine","Kebab","3.9","(31)","Hong Kong"
"v9ny","ICON THAI (Mong Kok)","Thai","4.1","(100+)","Hong Kong"
"zvty","Jeui Jiu","Sichuan","4.8","(35)","Hong Kong"
"sti7","Southern Asia Cafe","Cha Chaan Teng","4","(72)","Hong Kong"
"w5tb","Kwai Tsuen (Soy Street)","Rice Noodles","4.3","(100+)","Hong Kong"
"tz49","Hikidō","Japanese","4.5","(44)","Hong Kong"
"e8qn","Loft 7","Western","4.4","(12)","Hong Kong"
"rjwi","Grind Size","Western","5","(2)","Hong Kong"
"lfsf","Sheung Sin Social Place","Cantonese","4.9","(46)","Hong Kong"
"r7nt","Han Chuan","Korean","2.9","(7)","Hong Kong"
"v1jf","Sweet 19","Western","4.5","(48)","Hong Kong"
"dy3k","Favorite Viet Pho (North Point)","Pho","4.6","(100+)","Hong Kong"
"dq1p","HAND3AG (Mong Kok)","International","4.8","(39)","Hong Kong"
"x7nb","Dai Mon Yokocho (Mongkok)","Skewers","4.7","(100+)","Hong Kong"
"yr3w","Jing Shan Duck","Chinese","2.1","(39)","Hong Kong"
"q3sc","Fishball Gor","Cart Noodles","4.5","(500+)","Hong Kong"
"v7tr","TW nightmarket (Hung Hom)","Taiwanese","4.2","(1000+)","Hong Kong"
"mm1j","Tong Ji","Cha Chaan Teng","1.7","(5)","Hong Kong"
"ujaf","Uncle Siuuuuu!","Korean","3.8","(3)","Hong Kong"
"qk77","Lantern Lomei (Mong Kok)","Taiwanese","4.4","(72)","Hong Kong"
"y3u4","Cha Nung","Bubble Tea","3","(1)","Hong Kong"
"w3ok","Superior Manya Japanese Restaurant (Wu Sang House)","Japanese","3.6","(25)","Hong Kong"
"cwmy","Kai Ho Congee","Congee","4.1","(100+)","Hong Kong"
"v0gs","Mori Sushi and Bento Take Out","Japanese","4.5","(100+)","Hong Kong"
"xhpi","The Pont","Western","3","(12)","Hong Kong"
"t732","Siu Shek Tang","Hong Kong","2","(23)","Hong Kong"
"p9qw","Mei Dak Taste","Hong Kong","4.7","(100+)","Hong Kong"
"tpix","Yakiniku Sai (Lei Tung)","Western","2.2","(28)","Hong Kong"
"a7v2","Poke Love (Mong Kok)","Poke Bowl ","4.3","(100+)","Hong Kong"
"mz0p","Little Panda (Tai Kok Tsui)","Korean","4.6","(100+)","Hong Kong"
"iz9y","Suage Hokkaido Soup Curry","Japanese","4.8","(12)","Hong Kong"
"e5us","Thai Food (Tai Kok Tsui)","Thai","4.1","(100+)","Hong Kong"
"es51","New Chuen Moon Kee Restaurant","Hong Kong","4","(25)","Hong Kong"
"a5uk","Chao Jin Dao Yuan [Extended Delivery]","Sichuan","4.8","(9)","Hong Kong"
"y0n6","Noodles Dimension","Hong Kong","3.7","(17)","Hong Kong"
"k2cz","Shanghai Chun Chun Soya Milk Shop (Hung Hom)","Shanghainese","4.4","(1000+)","Hong Kong"
"v7sk","Starry Night","International","4.4","(79)","Hong Kong"
"w8q7","Foodylicious","Western","5","(3)","Hong Kong"
"fuex","Seoul Bros (Mongkok) [Extended Delivery]","Korean","4.7","(56)","Hong Kong"
"l04y","Souping","Hong Kong","4.3","(100+)","Hong Kong"
"v3hz","Li Hua Xin Noodles","Chinese","4.4","(1000+)","Hong Kong"
"lrr5","Small Bowl Dishes","Hong Kong","4.3","(49)","Hong Kong"
"m4cj","LITM","Western","3.8","(22)","Hong Kong"
"v1fv","Miss India","Curry","2","(100+)","Hong Kong"
"w8em","Wing Gor Chef","Hong Kong","4.5","(100+)","Hong Kong"
"v92x","The Ale Project - Mong Kok","Western","4.9","(40)","Hong Kong"
"ql93","The Engine (Tai Kok Tsui)","Western","4.6","(75)","Hong Kong"
"z4pr","Pho Gia Dinh","Vietnamese","4.9","(22)","Hong Kong"
"n9eq","Fung's Dessert","HK Dessert","4.1","(100+)","Hong Kong"
"v9xe","LIKOU Spicy Cart Noodle","Cart Noodles","4.3","(100+)","Hong Kong"
"s3hz","Roti King Indian Fusion Cuisine","Indian","4.5","(2000+)","Hong Kong"
"tp0e","I Love U Mixian","Rice Noodles","4.9","(32)","Hong Kong"
"c2rd","Kwong Yuen Chinese Barbecue Restaurant","Siu Mei","3.9","(100+)","Hong Kong"
"hn81","Lun’s Kitchen","Western","4.5","(55)","Hong Kong"
"dmpb","Ancient Moon","Southeast Asian","4.1","(56)","Hong Kong"
"e5n8","Subtle Island","Western","2","(1)","Hong Kong"
"v5ux","Villa Villa","Western","4.3","(100+)","Hong Kong"
"k9nf","Dragon Stars Dim Sum Master (North Point)","Dim Sum ","4.2","(100+)","Hong Kong"
"w7ht","Beef Noodles","Chinese","4.6","(1000+)","Hong Kong"
"xa46","Yau Yi Hei (Hung Hom)","Sichuan","4.8","(99)","Hong Kong"
"mzxz","Unagi Ichi","Japanese","4.7","(64)","Hong Kong"
"qht1","ROTI KING EXPRESS","Indian","4.8","(100+)","Hong Kong"
"xqs3","Pizza Day (Hung Hom) [Extended Delivery]","Pizza","4.6","(30)","Hong Kong"
"msk7","Not Rice Kafe","Japanese","4.8","(100+)","Hong Kong"
"j2ly","Fu Yee Noodle","Hong Kong","4.4","(500+)","Hong Kong"
"gglh","Marume Ramen (Mong Kok)","Ramen","4","(11)","Hong Kong"
"unv7","Poach","Japanese","4.2","(17)","Hong Kong"
"w5tq","The Beans Bar & Grill","Japanese","4.3","(92)","Hong Kong"
"n5ni","Dear Grey","Western","3.8","(52)","Hong Kong"
"px0l","Cosmo Pub","Thai","4.7","(3)","Hong Kong"
"tu2s","Trinity Dumpling (Tung Choi Street)","Dumpling","4.4","(52)","Hong Kong"
"rwvt","Zhen Zhen Thai Food (Tai Kok Tsui)","Thai","4.6","(100)","Hong Kong"
"maeu","Pizza King (Tai Kok Tsui)","Western","4.3","(100+)","Hong Kong"
"vj1i","Good Vegetarian Restaurant","Chinese","4","(100+)","Hong Kong"
"w9wl","Champak Restaurant","Thai","4.3","(24)","Hong Kong"
"tivx","Fight For Sushi","Japanese","3.6","(22)","Hong Kong"
"nct0","Sweet Moment","HK Dessert","4","(74)","Hong Kong"
"w9oa","Guizhou Zunyi Qianying Mutton Noodles (Mong Kok)","Chinese","4.6","(1000+)","Hong Kong"
"p8zl","Chi Cha San Chen (Mongkok)","Taiwanese","4.6","(100+)","Hong Kong"
"k8bs","Cocopig Hainanese Chicken (Hung Hom)","Hainan chicken","4.6","(100+)","Hong Kong"
"x1fe","Aroy Khao Man Gai (Mong Kok)","Thai","4.4","(1000+)","Hong Kong"
"cld9","Hao Jie Yong An Guo Tiao","Chinese","4.9","(90)","Hong Kong"
"su4x","Alley Taiwanese Beef Noodles","Taiwanese","4.2","(100+)","Hong Kong"
"c49d","Pause It (Mong Kok)","Coffee","4.4","(59)","Hong Kong"
"rd4e","T Goose Factory","Cha Chaan Teng","4.4","(100+)","Hong Kong"
"b0my","Hot Pot Empire","Hot Pot","5","(31)","Hong Kong"
"so2x","Jasmine Cuisine (Mong Kok)","Chinese","3.9","(88)","Hong Kong"
"s5ju","Tulsi Indian Restaurant (North Point)","Indian","4.5","(1000+)","Hong Kong"
"sn1e","Yu Cha [Extended Delivery]","Bubble Tea","2.9","(6)","Hong Kong"
"ndng","Lao Cuo Bian (Tai Kok Tsui) [Extended Delivery]","Taiwanese","4.9","(23)","Hong Kong"
"yiyn","Barbari Tea","Taiwanese","4.7","(7)","Hong Kong"
"e1ho","Menya Musashi (North Point)","Ramen","4.3","(500+)","Hong Kong"
"k1lu","Thai Tuk Tuk","Thai","4.3","(1000+)","Hong Kong"
"i9oo","Ya Rou Mush (North Point YATA)","Japanese","3.9","(37)","Hong Kong"
"v5mc","Tasty Bites","Indian","4.2","(1000+)","Hong Kong"
"s2vh","HeSheEat (Mong Kok)","Western","4.2","(100+)","Hong Kong"
"f6rm","Furyu Ebi Izakaya","Japanese","4.5","(3)","Hong Kong"
"lhys","Mr. Yuen","Dessert","4.8","(58)","Hong Kong"
"p3f9","Food First","Shanghainese","2.4","(2)","Hong Kong"
"s8iw","Noble Dessert (Tai Kok Tsui)","HK Dessert","4.3","(500+)","Hong Kong"
"wqpg","Brother Yu (Tai Kok Tsui)","Sichuan","4","(100+)","Hong Kong"
"s6jd","Sam Sam Canteen","Hong Kong","4.1","(500+)","Hong Kong"
"a2b7","Threesome Barbecue Restaurant","Skewers","4.4","(34)","Hong Kong"
"scds","Axia Wonton (Tai Kok Tsui)","Chinese","4.8","(10)","Hong Kong"
"x2yy","Sapporo Ramen House (北角）","Japanese","4","(100+)","Hong Kong"
"agkg","Spicy BBQ & Chill","Skewers","2.1","(3)","Hong Kong"
"p33l","Easy Joe","Western","4.8","(19)","Hong Kong"
"hjhi","Ice Puff","Hong Kong","4.7","(89)","Hong Kong"
"lu8u","O'taste (North Point)","Korean","4.6","(500+)","Hong Kong"
"s1iw","Big Boils Club (North Point)","Hot Pot","4.7","(56)","Hong Kong"
"u1an","Sushi Tribe (Ivy Street)","Japanese","4.7","(34)","Hong Kong"
"izif","Aburi•Sushi","Sushi","4.2","(9)","Hong Kong"
"b38y","Fu King Noodle Shop (North Point)","Chinese","4.2","(500+)","Hong Kong"
"c9cy","My Ahjussi","Korean","4.4","(100+)","Hong Kong"
"w4sj","Vietnam Garden Restaurant","Vietnamese","4.2","(100+)","Hong Kong"
"w2ic","See See Look Restaurant","Cha Chaan Teng","4.6","(36)","Hong Kong"
"o9jv","Café Icon","Cha Chaan Teng","4.2","(100+)","Hong Kong"
"on7v","Premium GinCurry (T.O.P)","Japanese","4","(14)","Hong Kong"
"l3ez","Beef Ball King","Hong Kong","3.8","(100+)","Hong Kong"
"s2un","Chef de Singapore","Singaporean","4.6","(1000+)","Hong Kong"
"v8tj","Kong Sheng Restaurant (Mong Kok)","Cha Chaan Teng","4","(100+)","Hong Kong"
"fdq4","Chick & Rice (Tai Kok Tsui)","Hainan chicken","4.5","(100+)","Hong Kong"
"v4zb","Modos (Mong Kok)","Hong Kong","4.6","(69)","Hong Kong"
"z8k6","Mom’s Dry Noodle (Harbour North)","Taiwanese","3.9","(100+)","Hong Kong"
"n17u","The Fish House [Extended Delivery]","Sichuan","3","(1)","Hong Kong"
"n8uq","Jolly Congee & Noodle (Island Place)","Hong Kong","4.4","(18)","Hong Kong"
"k1zx","Hong Kong Roasted Restaurant","Hong Kong","4.2","(100+)","Hong Kong"
"a5j0","TSURU ASAHI Flaky Pancake House","Skewers","4","(6)","Hong Kong"
"fixn","The Francesco","Western","4.1","(6)","Hong Kong"
"l0w9","Deerlicious pudding (Mong Kok)","Japanese","5","(19)","Hong Kong"
"zmi6","Pisces Coffee","Western","2.3","(5)","Hong Kong"
"foqu","OverTea","Bubble Tea","4.5","(35)","Hong Kong"
"dkgr","Lao Tang Chia","Sichuan","4.1","(8)","Hong Kong"
"w5lw","Chiu Shing Yuen Fishball King","Hong Kong","4.7","(500+)","Hong Kong"
"v9kq","Nun Korean Kitchen","Korean","2.9","(46)","Hong Kong"
"x5um","Jeju Bulgogi Skittang (North Point)","Korean","4.1","(1000+)","Hong Kong"
"b1lk","Yifang Taiwan Fruit Tea (T.O.P)","Bubble Tea","5","(6)","Hong Kong"
"qox0","Bagel Gogo","Coffee","4.9","(45)","Hong Kong"
"absz","Encounter","Western","3.9","(4)","Hong Kong"
"zy3s","Hon Miu Chong","Korean","4.1","(95)","Hong Kong"
"bzra","Dbq Skewers","Skewers","4.2","(25)","Hong Kong"
