"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City","Location"
"xwgz","Hoche Noodles (Tai Nan Street)","Cart Noodles",4.9,490,"hong kong","G/F, 28 Tai Nan Street, Prince Edward,"
"w1ad","NiceMeet","Dumpling",3.0,13,"hong kong","G/F, 420 Portland Street, Prince Edward,"
"v5lh","Mei Chung Mei Restaurant","Cha Chaan Teng",5.0,126,"hong kong","G/F, 173 Lai Chi Kok Road, Prince Edward,"
"va0j","Tan Yu [Extended Delivery]","Sichuan",4.8,33,"hong kong","Shop A, G/F, On Chun Mansion, 278A Ma Tau Wai Road, To Kwa Wan,"
"lw1g","Thai Style Yummy Food (Hung Hom)","Thai",4.8,218,"hong kong","Shop 9, G/F, Upper East, 23 Sung On Street, Hung Hom,"
"kbdt","Harbour Traditional Siu Mei","Chinese",3.9,21,"hong kong","Shop G05, G/F, Metro Harbour Plaza, 8 Fuk Lee Street, Tai Kok Tsui,"
"v4ik","Prince Dragon (Prince Edward)","Dim Sum ",4.5,640,"hong kong","9 Cedar Street, Prince Edward,"
"s9lo","Open Sesame","HK Dessert",4.7,176,"hong kong","Shop B, G/F, 35 Tai Nan Street, Prince Edward,"
"jkyi","Tsuen Siu Chai","Skewers",4.7,42,"hong kong","Shop 5, G/F, Ka Lee Building, 37-53 Ki Lung Street, Prince Edward,"
"mgz8","Garden Mark Restaurant","Cha Chaan Teng",4.8,321,"hong kong","G/F, Yee Fung Building, 207-207A Fa Yuen Street, Prince Edward,"
"ur4q","Ka Mei Restaurant","Cha Chaan Teng",4.2,38,"hong kong","Shop 1, G/F, 57-59 Bute Street, Mong Kok,"
"i8wh","Cha Thai (Fitfort)","Thai",4.9,1483,"hong kong","Shop U26, UG/F, Fitfort, 560 King's Road, North Point,"
"ojgq","Alley Chef","Hong Kong",4.9,74,"hong kong","Shop C1, G/F, 193 Tong Mi Road, Tai Kok Tsui,"
"krsv","Dragon River (Tai Kok Tsui)","Rice Noodles",5.0,194,"hong kong","G/F, 186 Tong Mi Road, Tai Kok Tsui,"
"vtwe","Prince Edward Dim Sum","Dim Sum ",4.9,237,"hong kong","G/F, 394 Portland Street, Prince Edward,"
"w3tb","Xia Mian Guan (Pioneer Centre)","Shanghainese",4.9,363,"hong kong","Shop 115C, 1/F, Pioneer Centre, 750 Nathan Road, Prince Edward,"
"x6h3","Grove (Prince Edward)","Sandwich",4.6,171,"hong kong","Shop G29, Ground Floor, Pioneer Center, 750 Nathan Road, Prince Edward,"
"cyql","Susan Chicken Rice (Prince Edward)","Hainan chicken",4.9,449,"hong kong","Shop 2-3, G/F, The Lamma City, 759-761 Nathan Road, Prince Edward, Mong Kok,"
"ezhb","Tai Er Suancai & Fish (Moko)","Sauerkraut fish",0.0,0,"hong kong","Shop 123, 1/F, MOKO, 193 Prince Edward Road West, Mong Kok,"
"w2mh","PISS Restaurant & Bar (Prince Edward)","Western",4.7,30,"hong kong","Shop A, G/F, Wah Lai Court, 19 Cedar Street, Prince Edward,"
"iybg","Yin Gor Roast Restaurant","Siu Mei",0.0,0,"hong kong","Shop C, G/F, Wah Lai Court, 19-23 Cedar Street, Mong Kok,"
"v9vc","Tim Tsui Dessert","HK Dessert",4.5,408,"hong kong","G/F, 211A FA YUEN STREET, PRINCE EDWARD,"
"v0df","Crêpe Delicious (MOKO)","Western",4.9,238,"hong kong","Shop 103, 1/F, MOKO, 193 Prince Edward Road West, Mong Kok,"
"acp5","Phở Kieu (Prince Edward)","Pho",4.9,115,"hong kong","G/F, 4 Cedar Street, Prince Edward,"
"wzl0","Dumpling Town","Dumpling",0.0,0,"hong kong","G/F, 88 Lai Chi Kok Road, Prince Edward,"
"v0co","Tung Tai Restaurant","Cha Chaan Teng",4.9,6580,"hong kong","G/F, Fu Bong Mansion,106-110 Tsat Tsz Mui Road, North Point,"
"s9ni","Ah Chun Shandong Dumpling","Chinese",4.7,1080,"hong kong","G/F, 60 Lai Chi Kok Road, Prince Edward,"
"lweb","Honda House","Japanese",0.0,0,"hong kong","Shop 1B, G/F, Good World Building, 197-199 Tong Mi Road, Tai Kok Tsui,"
"m1pu","Kam Kee Product","Hot Pot",4.0,1,"hong kong","Shop E, G/F, Kiu Yu Mansion, 86-94H Lok Shan Road, To Kwa Wan,"
"x8eo","Loi Fat Restaurant (Tai Kok Tsui)","Hong Kong",3.2,276,"hong kong","Shop 5, Ground Floor, Shining Heights, 83 Sycamore Street, Tai Kok Tsui,"
"s5fn","Crystal Jade La Mian Xiao Long Bao (MOKO)","Shanghainese",4.7,1525,"hong kong","Shop 505B, Level 5, MOKO, 193 Prince Edward Road West, Mong Kok,"
"w7fo","YungKee","Cantonese",4.8,59,"hong kong","SHOP 10& 11, G/F & 1/F, GRAND METRO, 123 PRINCE EDWARD ROAD WEST, PRINCE EDWARD,"
"wu6k","Sun Gor's Kitchen","Cantonese",3.0,11,"hong kong","G/F, 94 Lai Chi Kok Road, Sham Shui Po,"
"cxb8","Golden Jade Restaurant (Prince Edward)","Cha Chaan Teng",4.8,16,"hong kong","Shop A & B, G/F, 749 Nathan Road, Prince Edward,"
"s0tt","Super Star Chinese Cuisine (MOKO)","Dim Sum ",4.7,64,"hong kong","Shop 601A, 6/F, MOKO, 193 Prince Edward Road West, Mong Kok,"
"tjm4","Sing Noodles","Cart Noodles",4.9,432,"hong kong","Shop 110 & 121, G/F, Block B, I-Feng Mansion, 237A To Kwa Wan Road, To Kwa Wan,"
"v1uw","URBAN Cafe Commune (Mong Kok)","Western",4.5,121,"hong kong","Shop Nos. 121&188, Level 1, Moko, 193 Prince Edward Road West, MongKok, KLN,"
"jn92","Simply Thai Modern Cuisine","Thai",2.9,10,"hong kong","G/F, 32 Ki Lung Street, Prince Edward,"
"uu4n","Goose Prince","Chiu Chow",4.8,66,"hong kong","Shop 2, G/F, Prince House, 46-52 Nullah Road, Prince Edward, Mong Kok,"
"s4ko","Golden Prince Thai Restaurant (Prince Edward)","Thai",4.8,1768,"hong kong","Shop A, G/F, 19,21 &23 Cedar Street, Prince Edward,"
"w1zg","Fuk Loi Kui Restaurant","Hong Kong",4.7,55,"hong kong","4-6 Kei Lung Street, Prince Edward,"
"s8so","Yat Muk Sam Fun","Shanghainese",4.6,2582,"hong kong","G/F, Welford Court, 124 Tsat Tsz Mui Road, North Point,"
"gj7z","Yoichi","Rice Bowl",4.6,21,"hong kong","Shop 17-18&26-27, 1/F, Upper East, 23 Sung On Street, To Kwa Wan,"
"ff3h","Rice Noodle Rolls & Dumplings (Mong Kok)","Dumpling",4.6,14,"hong kong","Shop 11, G/F, Wah Po Mansion, 379A-379E Portland Street, Mong Kok,"
"w1aq","As You Wish","Hong Kong",4.8,206,"hong kong","SHOP E1, G/F, KILUNG BUILDING, 379 PORTLAND STREET, PRINCE EDWARD, MONG KOK,"
"dekv","Lost In Thai","Thai",4.8,55,"hong kong","Shop B, G/F, Man Lin Building, 96-100 Prince Edward Road West, Prince Edward,"
"nbr9","Owls Stage","Western",4.9,31,"hong kong","Shop 3 & 4, G/F, Fortune Court, 27-31 Tai Nan Street, Prince Edward,"
"gmd8","Imperial Restaurant","Cha Chaan Teng",4.9,288,"hong kong","Shop 108, 118 & 119, Ground Floor, Block B, I-feng Mansion, 237 To Kwa Wan Road, To Kwa Wan,"
"gwny","Harbour Tea Restaurant","Chinese",4.5,47,"hong kong","Shop G05, G/F, Metro Harbour Plaza, 8 Fuk Lee Street, Tai Kok Tsui,"
"w9ty","Hau Hing Noodle","Hong Kong",5.0,253,"hong kong","G/F, Kar Shun Building, 7 Anhui Street, To Kwa Wan,"
"tcph","7-Eleven (Lok Seen Lau, To Kwa Wan) 0465","Hong Kong",0.0,0,"hong kong","Portion B, Shop 132, G/F, Lok Seen Lau, Lok Man Sun Chuen, 120-148 Kau Pui Lung Road, To Kwa Wan,"
"v6ac","Coconut-Soup (Prince Edward)","Hong Kong",4.8,325,"hong kong","Shop 2A, G/F, Poplar Street, Prince Edward,"
"v7ce","San Chuen Tasty Food","Chinese",4.6,21,"hong kong","G/F, 414 Portland Street, Prince Edward,"
"q2pq","Jade (The Fullerton Ocean Park Hotel)","Western",0.0,0,"hong kong","Please pick up at 1/F, ocean drive (Hotel G/F Main Entrance) 請於海洋徑地下(酒店大堂入口)取餐,"
"lv3r","K-Food Kitchen","Korean",5.0,36,"hong kong","Shop 4, G/F, Soda Mall, Upper East, 23 Sung On Street, Hung Hom,"
"r1cs","Pot of Snaildles","Chinese",4.7,53,"hong kong","Major Portion of Shop 4, G/F, Wah Yick Mansion, 2-4 Playing Field Road, Mong Kok,"
"q1fp","Sun Yau Hing Restaurant","Cha Chaan Teng",4.6,98,"hong kong","G/F, Kin Wong House, 72 Lai Chi Kok Road, Prince Edward,"
"v4mf","Oyster Station (Mong Kok)","Western",5.0,33,"hong kong","Shop 1, G/F, Shining Heights, 83 Sycamore Street, Tai Kok Tsui,"
"x9qe","KFC (Metro Harbour Plaza)","Fried Chicken",4.9,1075,"hong kong","Shop No. G35 & G36, Ground Floor, Metro Harbour Plaza, Tai Kok Tsui, KLN,"
"w6ez","Fine Kitchenette","Hong Kong",3.1,75,"hong kong","G/F, 31, Ki Lung Street, Prince Edward,"
"w4jb","Rongli Congee Shop","Congee",4.9,539,"hong kong","G/F, Wing Mui Building, 147 Sai Yee Street, Mong Kok,"
"ux4l","New Ti Gon Restaurant","Cha Chaan Teng",4.3,315,"hong kong","Ground Floor, 61 Tai Nam Street, Prince Edward,"
"zmae","2+2 (Sham Shui Po)","Drinks",0.0,0,"hong kong","Shop 2, G/F, 2E Maple Street, Sham Shui Po,"
"w9tj","Fung Shun Dumpling Shop","Dumpling",4.9,1036,"hong kong","SHOP A, G/F, 17 YU CHAU STREET, PRINCE EDWARD, MONG KOK,"
"v6yq","Poon Fong Tong (Sham Shui Po)","Drinks",5.0,114,"hong kong","G/F, 56 LAI CHI KOK ROAD, PRINCE EDWARD,"
"x5qm","Ho Kee Sweet House (To Kwa Wan)","HK Dessert",4.9,424,"hong kong","Shop 111 G/F， Block b I-Feng Mansion 237 to kwa wan road,"
"nwpi","Guangdong Roast Restaurant (Prince Edward)","Siu Mei",4.5,250,"hong kong","Ground Floor, 380-382 Portland Street, Prince Edward,"
"rb9j","FSTW. Coffee","Western",4.8,80,"hong kong","G/F, 210 Tung Choi Street, Prince Edward,"
"yhc7","Dondonya (MOKO)","Japanese",4.5,24,"hong kong","Shop 301, 3/F, MOKO, 193 Prince Edward Road West, Mong Kok,"
"avmn","Satay Inn (The Fullerton Ocean Park Hotel)","Singaporean",0.0,0,"hong kong","Please pick up at 1/F, ocean drive (Hotel G/F Main Entrance) 請於海洋徑地下(酒店大堂入口)取餐,"
"l4va","Yat Fung Kitchen","Hong Kong",4.9,317,"hong kong","Ground Floor, Hop Shing Commercial Building, 41 Chi Kiang Street, To Kwa Wan, Kowloon,"
"z8da","The H Kitchen","Chiu Chow",4.9,40,"hong kong","G/F, 1237 Canton Road, Mong Kok,"
"v3nl","Shandong Dumpling Restaurant (Fa Yuen Street)","Dumpling",4.8,428,"hong kong","G/F, 224C Fa Yuen Street, Prince Edward,"
"v9jb","Lao Shang Hai Wonton","Shanghainese",4.8,1276,"hong kong","Shop A2, Fook Yue Mansion, 272-274 Ma Tau Wai Road, To Kwa Wan,"
"w7jq","King of Fish Ball (Mong Kok)","Noodles",5.0,1155,"hong kong","Shop A, G/F, 70 Bute Street, Mong Kok,"
"w4ls","Red Star Restaurant & Pub","Western",4.7,683,"hong kong","Shop UG10, UG/F, Healthy Village, 668 King's Road, North Point,"
"vm6c","Sushi Yonago (Tai Kok Tsui)","Japanese",4.6,183,"hong kong","Shop Nos. G48-50, Ground Floor, Metro Harbour Plaza, 8 Fuk Lee Street, Tai Kok Tsui,"
"rpk0","Winter Steam Pot Restaurant (Mong Kok)","Hong Kong",0.0,0,"hong kong","G/F, 103-107 Prince Edward Road West, Mong Kok,"
"v4wy","Maria's Bakery (Prince Edward)","Hong Kong",3.6,32,"hong kong","Shop A,G/F,Cambo House,182 Prince Edward Road West, Prince Edward,"
"dk6z","Kinmando Dumpling","Hong Kong",4.9,325,"hong kong","G/F, 136 Lai Chi Kok Road, Prince Edward,"
"ewmf","Tea Break","Cha Chaan Teng",4.1,261,"hong kong","Ground Floor, Wing Hing Lung Building, 246-248 Sai Yeung Choi Street South, Prince Edward,"
"w5vk","Cousin Noodle","Hong Kong",0.0,0,"hong kong","G/F, Ki Lung Building, 373 Portland Street, Prince Edward,"
"vjyv","Sake Bar Present (Prince Edward)","Japanese",4.8,15,"hong kong","G/F, 213A Fa Yuen Street, Mong Kok,"
"f5a8","Man Fat Seafood Hotpot Restaurant (Tai Kok Tsui)","Chinese",4.8,100,"hong kong","Shop 3-4, Ground Floor, Shining Heights, 83 Sycamore Street, Tai Kok Tsui,"
"rmko","Dim Sum Idea","Chinese",4.0,34,"hong kong","Shop G05, G/F, Metro Harbour Plaza, 8 Fuk Lee Street, Tai Kok Tsui,"
"kua3","Fong Jai Sweet House","Hong Kong",4.7,29,"hong kong","Shop 6, G/F, Ka Lee Building, 37-53 Ki Lung Street, Mong Kok,"
"v3ea","Hong Kong Restaurant","Hong Kong",4.8,765,"hong kong","G/F, 20 NULLAH ROAD, PRINCE EDWARD,"
"dp9f","Mr Tin HK Cuisine","Rice Noodles",4.9,906,"hong kong","Ground Floor, Wah On Building, 201 Tong Mi Road, Tai Kok Tsui,"
"w5ux","Sweet Taro Taro (Cedar Street)","HK Dessert",5.0,592,"hong kong","G/F, 1 CEDAR STREET, PRINCE EDWARD, MONG KOK,"
"bmbi","Fat Kee Cart Noodles (Tai Kok Tsui)","Cha Chaan Teng",0.0,0,"hong kong","G/F, Kin Wing Building, 142 Lai Chi Kok Road, Prince Edward,"
"w1ev","Sai Kee Congee (Prince Edward)","Hong Kong",4.7,660,"hong kong","G/F, 133 Prince Edward Road West, Prince Edward, Kowloon,"
"fx2o","Chun Chun Rice (Ho Man Tin)","Hong Kong",0.0,0,"hong kong","Shop 6D4, G/F, Yee On Court, 124M Argyle Street, Ho Man Tin,"
"s1k7","Happy Kitchen (North Point)","Cha Chaan Teng",4.8,679,"hong kong","G/F, Eternal Building, 112-114 Tsat Tsz Mui Road, North Point,"
"w6gq","Hing Hing Dumpling","Dumpling",4.7,227,"hong kong","Shop G5, Ground Floor, 27 Chi Kiang Street, To Kwa Wan,"
"hatn","Ajiou Japanese Restaurant [Extended Delivery]","Japanese",0.0,0,"hong kong","G/F, 285 To Kwa Wan Road, To Kwa Wan,"
"hqe5","Vimeet (V Walk)","Bubble Tea",0.0,0,"hong kong","Shop 142 & 143, 2/F, V Walk, 28 Sham Mong Road, Sham Shui Po,"
"o17o","Golden Valley Restaurant","Cha Chaan Teng",5.0,352,"hong kong","G/F, North Point Mansion, 702 King's Road, North Point,"
"yhoi","flow","Coffee",5.0,19,"hong kong","Shop 3, G/F, Hing Ga Building, 195-201 Tai Nan Street, Sham Shui Po,"
"srud","Grand Congee","Congee",4.8,693,"hong kong","G/F, No. 9B Lok Shan Road, To Kwa Wan,"
"n0aj","Soul Work","Japanese",4.9,34,"hong kong","Shop 4, G/F, Kwong Hing Building, 52-54 Cheung Sha Wan Road, Sham Shui Po,"
"q8pv","DOZY Cafe","Coffee",4.9,64,"hong kong","G/F, 199 Ki Lung Street, Sham Shui Po,"
"vc4o","Kam Kee","Cantonese",4.4,65,"hong kong","Shop 6, G/F, Joyful Garden, 33-39 Pei Ho Street, Sham Shui Po,"
"y6tn","Yip Kee Restaurant","Chiu Chow",4.9,343,"hong kong","Shop 7-8, G/F, 68 Pau Chung Street, To Kwa Wan,"
"w6ay","Tuk Tuk Boat Noodle (Sham Shui Po)","Thai",4.3,171,"hong kong","Shop 147, 2/F, V Walk, 28 Sham Mong Road, Sham Shui Po,"
"uo6o","Fai Kee Restaurant","Cha Chaan Teng",4.6,29,"hong kong","G/F, 176 Ki Lung Street, Sham Shui Po,"
"gvxe","Ma Ma Mia","Hong Kong",0.0,0,"hong kong","Shop 10, G/F, Po Hing Building, 109-119 Ki Lung Street, Mong Kok,"
"w9pi","Zui Jiangnan","Shanghainese",4.9,121,"hong kong","G/F, 157A Sai Yeung Choi Street North, Prince Edward,"
"kflm","Just Delicious","International",0.0,0,"hong kong","Shop B, G/F, 47 Mei King Street, To Kwa Wan,"
"m89n","North Kitchen","Cha Chaan Teng",4.8,56,"hong kong","Shop D, G/F, North Point Mansion, 692 King's Road, North Point,"
"m81l","Wong Gei Rice Roll and Dim Sum","Hong Kong",4.1,10,"hong kong","Shop B, G/F, 183 Ma Tau Wai Road, To Kwa Wan,"
"w1xl","Super Savory","Cart Noodles",4.9,1807,"hong kong","Shop No. 2, G/F, 327 To Kwa Wan Road, To Kwa Wan, KL,"
"w5gx","Hot Eat","Hong Kong",4.8,446,"hong kong","G/F, 293-295 To Kwa Wan Road, To Kwa Wan,"
"vxnz","Goteborg Restaurant","Western",0.0,0,"hong kong","G/F, 440 Ma Tau Wai Road, To Kwa Wan,"
"gc3i","Infinity In Thai","Thai",0.0,0,"hong kong","Shop B, G/F, Hang Cheong Building, 230-234 Tai Nan Street, Sham Shui Po,"
"uh54","Sun Fung Desserts","HK Dessert",4.9,69,"hong kong","Shop A2, G/F, Comfort Court, 219-221 Hai Tan Street, Sham Shui Po,"
"xhuc","Yukichi Dou","Japanese",4.9,279,"hong kong","Shop A, G/F, 183 Ma Tau Wai Road, To Kwa Wan,"
"wead","Three Idiots","Curry",4.9,293,"hong kong","Shop A, Ground Floor, Besthing Garden, 35 Cheung Ning Street, To Kwa Wan,"
"o2me","My Place Cafe & Restaurant","Western",4.4,12,"hong kong","G/F, Hang Shing Building, 25E-25F Poplar Street, Sham Shui Po,"
"w7ok","Yi Pin Herbal Tea (To Kwa Wan)","Drinks",4.9,129,"hong kong","Shop 2, G/F, Kam Wah Mansion, 436 Ma Tau Wai Road, To Kwa Wan,"
"w3gc","Harvest Noodles","Hong Kong",4.2,181,"hong kong","Shop CF7-CF8, G/F, Nam Cheong Place, 19 Sai Chuen Road, Sham Shui Po,"
"r3eh","Kei Hing Restaurant","Cha Chaan Teng",4.8,172,"hong kong","G/F, Shining Court, 288-290 Tung Chau Street, Sham Shui Po,"
"oods","The Alley Restaurant","Thai",4.8,79,"hong kong","Shop 5, Ground Floor, 370-376 Ma Tau Wai Road, To Kwa Wan,"
"qonx","Bin Mun Restaurant","Cantonese",4.8,46,"hong kong","Shop 5, G/F, Fok Kwan Building, 4-10 Boundary Street, Sham Shui Po,"
"gwsu","Kai Fong Kitchen","Hong Kong",4.8,131,"hong kong","G/F, 307-309 Lai Chi Kok Rd, Sham Shui Po, Kowloon,"
"v0kf","Chez Than Noodle","Hong Kong",4.9,347,"hong kong","G/F, 67 Mei King Street, To Kwa Wan,"
"z0ow","Thai Gather","Thai",0.0,0,"hong kong","Shop B, G/F, Garden Heights, 239 Fa Yuen Street, Prince Edward,"
"llod","Loud Tea (To Kwa Wan)","Bubble Tea",4.8,24,"hong kong","Shop 32, G/F, Honour Building, 78-80 To Kwa Wan Road, To Kwa Wan,"
"w4hg","Lee Hou Fuk Fast Food Shop","Hong Kong",4.9,511,"hong kong","SHOP 1, G/F, WAH TAO BUILDING, 14-16 TAI PO ROAD, SHAM SHUI PO, MONG KOK,"
"xlcb","Gold Medal Cafe (North Point)","Cha Chaan Teng",4.9,466,"hong kong","Shop E, G/F, North Point Mansion, 692-702 King's Road, North Point,"
"nkgi","Miss Fire Turkey Cart Noodle (North Point)","Cart Noodles",4.8,179,"hong kong","Portion A, UG/F, Phase 1, Kodak House, 321 Java Road, North Point,"
"v4rz","Kam Lo Dessert","Hong Kong",4.5,299,"hong kong","50 Mei King St,, To Kwa Wan,"
"d19f","Kam Lok Kitchen","Hong Kong",4.9,268,"hong kong","Ground Floor, 261 To Kwa Wan Road, To Kwa Wan,"
"vm0z","The Site","Western",4.7,14,"hong kong","G/F, Hang On Building, 161A Sai Yeung Choi Street North, Prince Edward,"
"l5zx","Sheng Zhou Snacks","Chinese",0.0,0,"hong kong","G/F, 63 Ha Heung Road, To Kwa Wan,"
"fbw0","M.E.C Egyptian Halal Food","Middle Eastern",4.9,20,"hong kong","Shop A3, G/F, Kam Yuen Building, 15 Boundary Street, Sham Shui Po,"
"ajku","Jin Man Lou (Summit Insurance Building)","Dim Sum ",0.0,0,"hong kong","Shop 2B & 3, G/F & The Whole 1/F, Summit Insurance Building, 789-793 Nathan Road, Prince Edward,"
"g4wz","Pasta Factory","Italian",4.9,253,"hong kong","G/F, 28 Mei King Street, To Kwa Wan,"
"ym59","Fair Food","Chinese",0.0,0,"hong kong","Shop A ,G/F, 11 Cheung Ning Street, To Kwa Wan,"
"y4mf","Chun Ye","Bubble Tea",4.9,133,"hong kong","Shop B, G/F, Ritz Garden Apartments, 927 King's Road, Quarry Bay,"
"o6h1","Northeast BBQ (438 Portland Street)","Chinese",3.3,110,"hong kong","Flat B G/F Mo Kwan House 438 Portland Street Mong Kok kl,"
"xt4s","Ching Hing Restaurant","Hong Kong",0.0,0,"hong kong","G/F, On Hong Building, 51 Mei King Street, To Kwa Wan,"
"cp42","YZ Delicious","Cantonese",4.4,36,"hong kong","G/F, 199 Yee Kuk Street, Sham Shui Po,"
"arx1","Supreme Cafe","Cha Chaan Teng",4.4,28,"hong kong","G/F, 45 Mei King Street, To Kwa Wan,"
"s472","Sushi Seya","Sushi",5.0,593,"hong kong","Shop A2, G/F, 456 Portland Street, Prince Edward,"
"wmcj","Sugarholic","HK Dessert",4.9,492,"hong kong","Ground Floor, 117 Ki Lung Street, Sham Shui Po,"
"w4sr","Fu Woo Restaurant","Hong Kong",4.6,41,"hong kong","Shop B, G/F, Goldtone Court, 422 Ma Tau Wai Road, To Kwa Wan,"
"clto","Menu Italiano HK","Italian",0.0,0,"hong kong","Shop B, G/F, HK Chinese Textile Mills Association Building, 25J Poplar Street, Sham Shui Po,"
"bjkg","Sixth Brother Hainanese Chicken","Asian",4.8,194,"hong kong","Shop 696A, G/F, North Point Mansion, 692-702 King's Road, North Point,"
"grue","OMG","Western",0.0,0,"hong kong","Shop 201, 2/F, U Place, Artisan Garden, 68 Kowloon City Road, To Kwa Wan,"
"ieuu","Qiandongnan","Chinese",0.0,0,"hong kong","G/F, 3 Mei King Street, To Kwa Wan,"
"jblp","Buff","Coffee",4.6,37,"hong kong","G/F, 5A Maple Street, Sham Shui Po,"
"gnlf","Jia Wei Guan","Hong Kong",4.8,20,"hong kong","G/F, 257 Lai Chi Kok Road, Sham Shui Po,"
"ux68","Mochi and Hong Kong Snacks","Hong Kong",0.0,0,"hong kong","Shop 2, G/F, 4G Kwei Chow Street, To Kwa Wan,"
"z5e5","HEA Ice Cream","Ice Cream",0.0,0,"hong kong","Shop 5, G/F, Nam Fung Mansion, 10F Boundary Street, Sham Shui Po,"
"y2pz","Early Rice Stone Rice Rolls","Hong Kong",4.9,364,"hong kong","Shop E, G/F, 46-48 Pau Chung Street, To Kwa Wan,"
"nfpg","Le Reveur","Western",4.8,20,"hong kong","Shop B, Ground Floor, Welland Court, 244 to 246 Fa Yuen Street, Prince Edward, Mongkok,"
"q2pw","Red Ant Restaurant (Sham Shui Po)","Western",4.7,598,"hong kong","Shop L2-29, Level2, V Walk, 28 Sham Mong Road, Sham Shui Po, Kowloon,"
"w1lz","Pret A Manger (AIA HK Tower)","Western",4.9,664,"hong kong","Shop 1B, G/F, AIA Hong Kong Tower, 734 King's Road, North Point,"
"m10y","Hop Fung Noodle","Cart Noodles",4.7,52,"hong kong","G/F, Tokwawan Mansion, 287 To Kwa Wan Road, To Kwa Wan,"
"w1ld","Isana Kushiro (V walk)","Japanese",4.8,78,"hong kong","Shop 19, G/F, V Walk, 28 Sham Mong Road, Sham Shui Po,"
"h1b2","Woo Cheong Chiu Chow Cuisine","Chiu Chow",4.9,418,"hong kong","Shop C, Ground Floor, Ki Lung House, 9 Poplar Street, Prince Edward,"
"u8xt","Hot Point","Dim Sum ",4.7,752,"hong kong","Shop C, Ground Floor, Lai Ying Building, 780-782 Nathan Road, Prince Edward,"
"l6h8","Cattle King Noodles","Hong Kong",0.0,0,"hong kong","Shop A1, G/F, Everich Building, 43 Boundary Street, Prince Edward,"
"ipri","Heartwarming","Hong Kong",5.0,15,"hong kong","Shop B, G/F, Ying Loy Mansion, 19-25 Yu Chau Street, Sham Shui Po,"
"kry6","怡怡鮮豆漿餃子店 YIYI Soymilk Dumpling","Chinese",0.0,0,"hong kong","Portion B, G/F, 80S To Kwa Wan Road, To Kwa Wan,"
"v8dc","Café Sausalito","Western",4.9,91,"hong kong","G/F, 201 Tai Nan Street, Sham Shui Po,"
"v5wg","Marina","Western",5.0,68,"hong kong","G/F, 42 Tin Kwong Road, To Kwa Wan,"
"n2ho","Milk Bar Cafe","Coffee",0.0,0,"hong kong","G/F, 79 Apliu Street, Sham Shui Po,"
"niud","Power Burger (Sham Shui Po) [Extended Delivery]","Burgers",0.0,0,"hong kong","Shop D, G/F, 2K Wong Chuk Street, Sham Shui Po,"
"w5tc","Siu Yung Noodles","Hong Kong",4.0,154,"hong kong","Shop G, G/F Kam Wah House, 38 Boundary Street, Prince Edward,"
"tvtz","TS Bar (Sham Shui Po)","Skewers",0.0,0,"hong kong","G/F, 75 Yu Chau Street, Sham Shui Po,"
"w4um","Bo Kee Bean Curd Pudding Specialist","Hong Kong",4.8,108,"hong kong","Store A&B,10 Playing Field Road, Prince Edward,"
"v2lb","Jade Seafood Restaurant","Cantonese",4.0,75,"hong kong","G/F, 251A Sai Yee Street, Mong Kok,"
"w9oj","Jiang Nam Noodle (To Kwa Wan)","Noodles",4.4,191,"hong kong","G/F, 269 To Kwa Wan Road, To Kwa Wan,"
"lboy","Kam Kee Snack and Noodle","Sichuan",4.9,32,"hong kong","Flat C, G/F, Ying Loy Mansion , 19-25 Yu Chau Street, Sham Shui Po,"
"w7jv","Lucky Cafe Restaurant (Prince Edward)","Cha Chaan Teng",4.9,2936,"hong kong","SHOP 2A, G/F, SUMMIT INSURANCE BUILDING, 789 NATHAN ROAD, PRINCE EDWARD, MONG KOK,"
"tanm","Love at First Bite","Cha Chaan Teng",0.0,0,"hong kong","G/F, Yue Shing Building, 28-30 Boundary Street, Prince Edward,"
"d0ms","Yakitori Takagi (Quarry Bay)","Japanese",0.0,0,"hong kong","Shop G03, G/F, K11 ATELIER, 728 King's Road, North Point,"
"z9o5","Man Cook Ma Li Ya Thai Restaurant","Thai",0.0,0,"hong kong","G/F, 21 Poplar Street, Prince Edward,"
"p6mu","Infinity In Thai","Thai",0.0,0,"hong kong","Shop B, G/F & C/L, Hang Cheong Building, 230-234 Tai Nan Street, Sham Shui Po,"
"s2ua","Pizza-Box (Mong Kok)","Pizza",4.7,562,"hong kong","42 BOUNDARY STREET, PRINCE EDWARD,"
"tumt","Kyou Japanese Restaurant","Japanese",0.0,0,"hong kong","Shop C, G/F, Garden Heights, 239 Fa Yuen Street, Prince Edward,"
"u3xn","Nene Chicken (V Walk)","Fried Chicken",4.8,140,"hong kong","Shop L2-140, 2/F, V Walk, 28 Sham Mong Road, Sham Shui Po,"
"zfet","Moto Mala (Sham Shui Po)","Sichuan",4.9,178,"hong kong","L2-127 & 128, 2/F, V Walk, 28 Sham Mong Road, Sham Shui Po,"
"c0y5","Meet Fresh (V Walk)","Taiwanese",4.8,143,"hong kong","Shop 16, 2/F, V Walk, 28 Sham Mong Road, Sham Shui Po,"
"dn64","Taste of Eight","Chinese",0.0,0,"hong kong","Shop D, G/F, Phase 1, Mei King Mansion, 21 Lok Shan Road, To Kwa Wan,"
"tkqw","Woo Cheong Chiu Chow Restaurant","Chiu Chow",4.7,42,"hong kong","Shop D-F, G/F, Ki Lung House, 9 Poplar Street, Prince Edward,"
