StoreId,CompleteStoreName,FoodType,AverageRating,Reviewers,City,Location,District,Admin_District
v7ef,Ant One (Wong Tai Sin),International,4.8,1018,hong kong,"SHOP G13, G/F, TEMPLE MALL NORTH, 136 LUNG CHEUNG ROAD, WONG TAI SIN, KOWLOON CITY, KOWLOON,",Wong Tai Sin,Wong Tai Sin District
v5zd,euro go go (Temple Mall North),Western,4.9,1526,hong kong,"Shop N115, 1/F, Temple Mall North, 136 Lung Cheung Road, Wong Tai Sin,",Wong Tai Sin,Wong Tai Sin District
s3ey,My Burger (E-Plaza),Burgers,4.7,929,hong kong,"Shop G12-13, G/F, Legend Tower, 7 Shing Yip Street, Kwun Tong,",Kwun Tong,Kwun Tong District
w3jl,Grand Ding House (Kwun Tong),Sauerkraut fish,4.8,850,hong kong,"8/F, One Pacific Centre, 414 Kwun Tong Road, Kwun Tong,",Kwun Tong,Kwun Tong District
rls5,Tai Tai Cafe,Taiwanese,4.2,90,hong kong,"Shop G06E-G06G, G/F, Temple Mall North, 136 Lung Cheung Road, Wong Tai Sin,",Wong Tai Sin,Wong Tai Sin District
v7uq,Hee Kee Cart Noodle (Kowloon Bay),Cart Noodles,4.8,2819,hong kong,"SHOP 122-124, G/F AMOY PLAZA PHASE 1, 77 NGAU TAU KOK ROAD, KOWLOON BAY,",Kowloon Bay,Kwun Tong District
w7zu,Kuri Cafe,Western,4.9,355,hong kong,"Shop T104A, G/F, TBG Mall, 3 Ngau Tau Kok Road, Kowloon Bay,",Kowloon Bay,Kwun Tong District
x4yu,UCC Coffee Shop (Kwun Tong),Japanese,4.6,96,hong kong,"Unit KT-002, Shop LG-1 & LG-3, LG/F, YATA Supermarket, APM, Phase 5, Millennium City, 418 Kwun Tong Road, Kwun Tong,",Kwun Tong,Kwun Tong District
moo0,Dam Dam Bird Nest (San Po Kong),Hong Kong,4.8,57,hong kong,"Flat C3, G/F, Wing Hin Factory Building, 226-228 Choi Hung Road, San Po Kong,",San Po Kong,Kwun Tong District
w8cd,E-Pai  Teppan-Yakitori (Kwun Tong),Japanese,4.9,137,hong kong,"Shop Nos. L4-20-21, Level 4, Apm Millennium City 5, 418 Kwun Tong Road,",Kwun Tong,Kwun Tong District
v7tu,Pak Hei Cha Chaan Teng,Cha Chaan Teng,4.6,677,hong kong,"Shop 13, G/F, Ka Wo Yuen, 15-19 Ngau Tau Kok Road, Ngau Tau Kok,",Ngau Tau Kok,Kwun Tong District
bv2v,Chuan Po Po Beef Noodle,Sichuan,4.7,11,hong kong,"Shop 29, G/F, Kwun Tong Plaza, 68 Hoi Yuen Road, Kwun Tong,",Kwun Tong,Kwun Tong District
t0dk,Lady Ma Chongqing Spicy Cuisine,Sichuan,4.9,860,hong kong,"Flat B, Lower Ground Floor, Kwong Ming Building, 8 Yee On Street, Kwun Tong,",Kwun Tong,Kwun Tong District
q59i,Thai Yummy Chicken Rice,Hainan chicken,4.8,142,hong kong,"Ground Floor, No. 12 Ngan Fung Street, Wong Tai Sin,",Wong Tai Sin,Wong Tai Sin District
zc9j,Chicken Factory (Kai Cheun),Hainan chicken,4.9,919,hong kong,"Shop No.G23, G/F, Kai Chuen Shopping Centre, Kai Chuen Court, 235 Choi Hung Road, Kowloon,",Choi Hung,Kwun Tong District
h1vd,Ming Kee Restaurant (Kwun Tong),Cha Chaan Teng,5.0,286,hong kong,"G/F, 47 Ka Lok Street, Kwun Tong,",Kwun Tong,Kwun Tong District
e3ja,Jeng's Beef Brisket Specialist (Kwun Tong),Hong Kong,4.8,694,hong kong,"Shop C, G/F, Kwan Sen Mansion, 19-29 Mut Wah Street, Kwun Tong,",Kwun Tong,Kwun Tong District
ds9l,Fun Kee Dai Pai Dong,Chinese,4.9,204,hong kong,"Shop 1-2, Sze Shan Street Cooked Food Market, 7 Sze Shan Street, Yau Tong,",Yau Tong,Kwun Tong District
heln,Siu Yeah,Skewers,5.0,1263,hong kong,"1, F flat, 1/F, Kwun Tong Industrial Centre 1, no.436-484, Kwun Tong Rd, Kwun Tong,",Kwun Tong,Kwun Tong District
s8bb,Kam Hung Chinese Barbecue,Cantonese,3.6,70,hong kong,"Shop MS1-2, Sheung Fung Street Market, Wong Tai Sin,",Wong Tai Sin,Wong Tai Sin District
v3gl,Health Vegetable,Hong Kong,4.9,564,hong kong,"G/F, Evergreen Towers, 34 Fei Fung Street, Wong Tai Sin,",Wong Tai Sin,Wong Tai Sin District
v3ou,Kam Wah Cafe (Kowloon),Cha Chaan Teng,4.8,408,hong kong,"Shop 109-114, L1, Tsuen Shek House, Ping Shek Estate, Kwun Tong, Kowloon,",Kwun Tong,Kwun Tong District
i9aw,Yunnan Rice Noodles,Chinese,4.7,284,hong kong,"Shop K-1, 2nd Floor, Tak Bo Garden, 3 Ngau Tau Kok Road, Ngau Tau Kok,",Ngau Tau Kok,Kwun Tong District
avt6,Dim One (Chai Wan),Dim Sum ,3.8,43,hong kong,"Portion G of Unit 3, 19/F, Block A, Fortune Factory Building, 40 Lee Chung Street, Chai Wan,",Chai Wan,Eastern District
cxhh,BBQ House,Skewers,4.3,29,hong kong,"Stall W-CY93, G/F, Chuk Yuen Market, Chuk Yuen Plaza, Chuk Yuen South Estate, 15 Chuk Yuen Road, Wong Tai Sin,",Wong Tai Sin,Wong Tai Sin District
w3dr,Xia Mian Guan (Diamond Hill),Shanghainese,4.6,875,hong kong,"Shop 173A, 1/F, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill,",Diamond Hill,Wong Tai Sin District
v9sg,Jo Cafe (Chai Wan),Western,4.8,851,hong kong,"Shop 87-88, LG/F, Koway Plaza, 111 Chai Wan Road, Chai Wan,",Chai Wan,Eastern District
nes0,BISTRO OF GOOSE,Siu Mei,4.7,129,hong kong,"Shop 320C, 3/F, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill,",Diamond Hill,Wong Tai Sin District
olll,HTY Cafe,Cha Chaan Teng,4.7,327,hong kong,"Shop G01, G/F, Kai Chuen Shopping Centre, Phase 1, Kai Chuen Court, 235 Choi Hung Road, Diamond Hill,",Diamond Hill,Wong Tai Sin District
wln6,Yummy Chicken,Cantonese,4.9,60,hong kong,"Portion B of Unit G, 7/F, Phase 1, Kwun Tong Industrial Centre, 472-484 Kwun Tong Road, Kwun Tong,",Kwun Tong,Kwun Tong District
ijqs,Dai Shing Siu Mei,Siu Mei,4.7,33,hong kong,"G/F, 29 Fung Tak Road, Wong Tai Sin,",Wong Tai Sin,Wong Tai Sin District
x2nw,Ming Kee Noodle Restaurant,Hong Kong,4.9,1590,hong kong,"G/F, 24-28 Wan Fung St, Fung Wong Sun Chuen,, Wong Tai Sin,",Wong Tai Sin,Wong Tai Sin District
s0ag,Shanghai Wing Wah Restaurant,Shanghainese,4.4,666,hong kong,"G/F, 15 Shung Yan Street, Kwun Tong,",Kwun Tong,Kwun Tong District
bku9,Lucky Food,Cha Chaan Teng,4.9,180,hong kong,"Unit P, 12/F, Kwun Tong Industrial Centre Phase 4, 436-484 Kwun Tong Road, Kwun Tong,",Kwun Tong,Kwun Tong District
luaw,Taai Si Hing Restaurant (Kwun Tong),Chinese,3.3,124,hong kong,"Shop C2B, G/F, Lladro Centre, 72 Hoi Yuen Road, Kwun Tong,",Kwun Tong,Kwun Tong District
samz,Pearl Castle (Diamond Hill),Cha Chaan Teng,4.7,267,hong kong,"Shop 101, 1/F, Kai Chuen Shopping Centre, Kai Chuen Court, 235 Choi Hung Road, Diamond Hill,",Diamond Hill,Wong Tai Sin District
jlvr,Angry Cow Chiu Chow Noodles,Chiu Chow,4.9,21,hong kong,"Stall MK13, Market, B1/F, Kai Chuen Shopping Centre, Kai Chuen Court, 235 Choi Hung Road, Diamond Hill,",Diamond Hill,Wong Tai Sin District
v7io,The Fifth Avenue (Wong Tai Sin),Cha Chaan Teng,4.5,1336,hong kong,"Major Portion of Shop No. S002, G/F, Chuk Yuen Plaza, Chuk Yuen (South) Estate, 15 Chuk Yuen Road, Wong Tai Sin, Kowloon,",Wong Tai Sin,Wong Tai Sin District
v8km,Sino Kitchen,Cha Chaan Teng,4.9,1093,hong kong,"Shop 2A-2B, 5/F, Greenwood Terrace Commercial Area, 16 Tai Man Street, Chai Wan,",Chai Wan,Eastern District
ozrs,Thank You Cafe,Cha Chaan Teng,4.7,715,hong kong,"Shop CF2, G/F, 111 Fung Tak Road, Wong Tai Sin,",Wong Tai Sin,Wong Tai Sin District
x3ct,Antoshimo Cafe & Bakery (Diamond Hill),Japanese,4.6,187,hong kong,"Shop 182, 1/F, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill,",Diamond Hill,Wong Tai Sin District
vved,Wai Sik Hainanese Chicken,Hainan chicken,4.7,46,hong kong,"Shop W-CY102, Chuk Yuen Market, G/F, Chuk Yuen Plaza, 15 Chuk Yuen Road, Wong Tai Sin,",Wong Tai Sin,Wong Tai Sin District
u584,Ka Lok Shop,Cart Noodles,4.2,20,hong kong,"G/F, 51 Ka Lok Street, Kwun Tong,",Kwun Tong,Kwun Tong District
qnu9,Pak Kitchen Chang Fen Family (Kwun Tong),Dumpling,4.8,132,hong kong,"Shop F, G/F, Yen Fu Mansion, 133 Hip Wo Street, Kwun Tong,",Kwun Tong,Kwun Tong District
rqnp,Kobutachi,Japanese,4.8,10,hong kong,"Portion D of Unit J, 10/F, Phase 4, Kwun Tong Industrial Centre, 436-446 Kwun Tong Road, Kwun Tong,",Kwun Tong,Kwun Tong District
x30v,Shanghai Delicious Bao Dim,Shanghainese,3.5,18,hong kong,"Shop D, Ground Floor, Cheung On Mansion, 70-86 Shui Wo Street, Kwun Tong,",Kwun Tong,Kwun Tong District
e1xb,Sweet Dessert House,HK Dessert,4.8,375,hong kong,"Flat 3rd Block, Ground Floor, Baily Court, 33 Po Kong Village Road, Diamond Hill,",Diamond Hill,Wong Tai Sin District
qa0l,Ting Ba Taiwanese Food,Taiwanese,4.8,101,hong kong,"Shop C, G/F, 2 Kwai Chi Path, Ngau Chi Wan,",Ngau Chi Wan,Wong Tai Sin District
lt69,Handmade Burger,Burgers,4.9,688,hong kong,"Stall CF3, Fung Tak Market, G/F, Fung Tak Shopping Centre, 111 Fung Tak Road, Diamond Hill,",Diamond Hill,Wong Tai Sin District
ahi2,Dumplingology (Chai Wan),Dumpling,4.4,95,hong kong,"Portion G of Unit 3, 19/F, Block A, Fortune Factory Building, 40 Lee Chung Street, Chai Wan,",Chai Wan,Eastern District
v0sd,PHO 1 Vietnamese Restaurant (Wong Tai Sin),Pho,4.7,911,hong kong,"G/F, 12 WAN FUNG STREET, FUNG WONG SUN CHUEN, WONG TAI SIN, KOWLOON CITY, KOWLOON,",Wong Tai Sin,Wong Tai Sin District
p6ct,Yat Sun Soup Noodles Take-away,Cart Noodles,4.9,319,hong kong,"Shop 320, G/F, Rhythm Garden, 242 Choi Hung Road, San Po Kong,",San Po Kong,Kwun Tong District
sbqc,Yatai Gyudon by The King's Kitchen,Japanese,4.7,72,hong kong,"Room 11, 3/F, Hong Man Industrial Centre, 2 Hong Man Street, Chai Wan,",Chai Wan,Eastern District
ae3j,Fu Yuen (Chiu Chow) Food,Chiu Chow,4.4,294,hong kong,"Ground Floor, Ngau Chi Wan Village, 2 Ngau Chi Path, Ngau Chi Wan, Choi Hung,",Ngau Chi Wan,Wong Tai Sin District
tvep,Xiang Xing Ju,Chinese,4.9,532,hong kong,"Shop 65-66, G/F, Eastern Plaza, Koway Court, 111 Chai Wan Road, Chai Wan,",Chai Wan,Eastern District
nhla,Mei Mei Dessert,HK Dessert,4.6,48,hong kong,"Stall W-CY 84, Chuk Yuen Market, G/F, Chuk Yuen Plaza, Chuk Yuen (South) Estate, 15 Chuk Yuen Road, Wong Tai Sin,",Wong Tai Sin,Wong Tai Sin District
w9lu,Hing Wah Restaurant,Cha Chaan Teng,4.5,1050,hong kong,"Shop 203-204, Phase 2, Hing Wah Plaza, 11 Wan Tsui Road, Chai Wan,",Chai Wan,Eastern District
a49s,Grand Lok Hainan Chicken,Cantonese,5.0,39,hong kong,"Shop 22, G/F, Hopewell House, 169-197 Hip Wo Street, Kwun Tong,",Kwun Tong,Kwun Tong District
nqui,Fu Kee Restaurant,Hong Kong,4.7,100,hong kong,"Shop B, G/F, Kin Tak House, 93-115 Hip Wo Street, Kwun Tong,",Kwun Tong,Kwun Tong District
xsbw,Jing Lok Ce Zai Min,Cart Noodles,4.6,214,hong kong,"Shop 3, G/F, Fung Wong Chuen Building, 9 Ngan Fung Street, Wong Tai Sin,",Wong Tai Sin,Wong Tai Sin District
tmkn,Saburo Cuisine,Hong Kong,5.0,40,hong kong,"WORKSHOP 6, 27/F, Trend Centre, No. 29 Cheung Lee Street, Chai Wan,",Chai Wan,Eastern District
v0dn,Maccha House (Diamond Hill),Japanese,4.7,496,hong kong,"SHOP 134, 1/F, PLAZA HOLLYWOOD, 3 LUNG POON STREET, DIAMOND HILL, KOWLOON CITY, KOWLOON,",Diamond Hill,Wong Tai Sin District
qa42,Home Noodle,Dumpling,4.7,151,hong kong,"Shop A11, G/F, Fung Cheung House, 5-33 Wan Fung Street, Wong Tai Sin,",Wong Tai Sin,Wong Tai Sin District
t8jt,Congee Hub,Congee,4.8,712,hong kong,"G/F, Yen Fu Mansion, 121 Hip Wo Street, Kwun Tong,",Kwun Tong,Kwun Tong District
he8k,Dumpling House,Dumpling,4.5,84,hong kong,"Shop 107, 1/F, Infinity Eight, 8 Clear Water Bay Road, Ngau Chi Wan, Choi Hung,",Ngau Chi Wan,Wong Tai Sin District
lmg6,Bo Kwong Vegetarian Restaurant,Chinese,4.9,190,hong kong,"Ground Floor, On Shun Building, 29-31 Shung Yan Street, Kwun Tong,",Kwun Tong,Kwun Tong District
v6cu,Iron Chef,Japanese,4.9,1016,hong kong,"Shop W-CY 90A, Chuk Yuen Market, Ground Floor, Chuk Yuen Plaza, 15 Chuk Yuen Road, Wong Tai Sin,",Wong Tai Sin,Wong Tai Sin District
v0xn,Block 22,Cha Chaan Teng,4.6,249,hong kong,"WORKSHOP NO.7, G/F, BLOCK A, YAU TONG INDUSTRIAL CITY, 17 KO FAI ROAD, YAU TONG, KOWLOON,",Yau Tong,Kwun Tong District
n1rd,Ying Dao BBQ Kitchen,Hong Kong,4.7,749,hong kong,"Ground Floor, 20 Sheung Fung Street, Fung Wong Sun Chuen, Wong Tai Sin,",Wong Tai Sin,Wong Tai Sin District
l9xc,Day Day Food,Chinese,4.8,48,hong kong,"Stall W-CY 95, Ground Floor, Chuk Yuen Market, Chuk Yuen Plaza, Chuk Yuen (South) Estate, 15 Chuk Yuen Road, Wong Tai Sin,",Wong Tai Sin,Wong Tai Sin District
so3p,The Yin Dim Sum,Dumpling,4.0,6,hong kong,"Unit 421, 4/F, Sing Win Factory Building, 15-17 Shing Yip Street, Kwun Tong,",Kwun Tong,Kwun Tong District
wtkg,Numberous Food Kiosk (Wong Tai Sin),Skewers,4.9,34,hong kong,"Shop 260, 2/F, Hsin Kwong Shopping Centre, 120 Lung Cheung Road, Wong Tai Sin,",Wong Tai Sin,Wong Tai Sin District
dcyz,Chiu Fuk,Hong Kong,4.4,38,hong kong,"Shop 114-115, 1/F, Chuk Yuen Shopping Centre, Chuk Yuen Estate, 15 Chuk Yuen Road, Wong Tai Sin,",Wong Tai Sin,Wong Tai Sin District
wa52,Thai Flavour,Thai,4.9,137,hong kong,"Shop 4-5C, 4/F, Shui Wo Street Municipal Services Building, Shui Wo Street, Kwun Tong,",Kwun Tong,Kwun Tong District
k34p,Yummy Delight (Hollywood Plaza),Japanese,4.7,69,hong kong,"Shop 326-327, 3/F, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill,",Diamond Hill,Wong Tai Sin District
xxwx,3Dishes 1Soup (Kwun Tong),Cantonese,4.9,254,hong kong,"Shop H, G/F, 135 Hip Wo Street, Kwun Tong,",Kwun Tong,Kwun Tong District
h7vz,Lucky Restaurant,Cha Chaan Teng,4.8,217,hong kong,"Shop E, Ground Floor, Kwun Tong Industrial Centre Phase 3, 448 Kwun Tong Road, Kwun Tong,",Kwun Tong,Kwun Tong District
eyyp,Sweet Belle (Chai Wan),HK Dessert,4.3,26,hong kong,"Portion G of Unit 3, 19/F, Block A, Fortune Factory Building, 40 Lee Chung Street, Chai Wan,",Chai Wan,Eastern District
hv0z,Tomato 18 (Kwun Tong),Cha Chaan Teng,4.9,433,hong kong,"Shop G4, 1/F, Phase 4, Kwun Tong Industrial Centre, 436-446 Kwun Tong Road, Kwun Tong,",Kwun Tong,Kwun Tong District
v9pr,XTC Gelato (Chai Wan),Italian,5.0,33,hong kong,"Unit 2A, Kam Man Fung Factory Building, 6 Hong Man Street, Chai Wan,",Chai Wan,Eastern District
v4fm,Modern China Restaurant (Diamond Hill),Chinese,4.9,49,hong kong,"Shop 312A, 3/F, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill,",Diamond Hill,Wong Tai Sin District
h0hc,Safranbolu Restaurant,Indian,4.5,145,hong kong,"FLAT/RM NO107 BLK E 1/F CHO YIU CENTRE 6 KING CHO ROAD KWAI CHUNG,",Kwai Chung,Kwai Tsing District
c6sx,Sit & BBQ,Skewers,4.8,443,hong kong,"Ground Floor, 1 Kam Chi Path, Ngau Chi Wan, Kowloon,",Ngau Chi Wan,Wong Tai Sin District
w1mt,Karami Curry (Diamond Hill),Japanese,4.7,600,hong kong,"SHOP 325, 3/F, PLAZA HOLLYWOOD, 3 LUNG POON STREET, DIAMOND HILL, KOWLOON CITY,",Diamond Hill,Wong Tai Sin District
fk9j,Ming Hing Food (Fung Tak Market),Hong Kong,4.3,34,hong kong,"Stall CF6, Fung Tak Market, G/F, Fung Tak Shopping Centre, 111 Fung Tak Road, Diamond Hill,",Diamond Hill,Wong Tai Sin District
v5ye,Indo Express,Southeast Asian,4.9,141,hong kong,"Unit 1603, 16/F, Hong Man Industrial Centre, 2 Hong Man Street, Chai Wan,",Chai Wan,Eastern District
v8rf,Lam's Chinese Dessert,HK Dessert,4.6,453,hong kong,"Shop 132, 1/F, Domain, 38 Ko Chiu Road, Yau Tong,",Yau Tong,Kwun Tong District
xrp1,Heng Fa Club Lounge,Chinese,4.9,155,hong kong,"G/F, Heng Fa Chuen Clubhouse, 100 Shing Tai Road, Heng Fa Chuen,",Heng Fa Chuen,Eastern District
w3mb,Kyoto Japanese Restaurant (Chai Wan),Japanese,4.9,1154,hong kong,"Shop G19-G20, G/F, Wan Tsui Shopping Centre, 2 Wah Ha Street, Chai Wan,",Chai Wan,Eastern District
uavf,Pocket Tea,Bubble Tea,5.0,41,hong kong,"Shop 201, 2/F, Fung Tak Shopping Centre, Fung Tak Estate, 111 Fung Tak Road, Diamond Hill,",Diamond Hill,Wong Tai Sin District
v7hd,Times Cafe (Tsz Wan Shan),Cha Chaan Teng,4.8,2114,hong kong,"G/F, 12-14 Yuk Wah Cres, Tsz Wan Shan,",Tsz Wan Shan,Wong Tai Sin District
r1go,Praise Spot Dim Sun Cuisine (Heng Fa Chuen),Hong Kong,4.9,1344,hong kong,"Shop G57, G/F, Paradise Mall, 100 Shing Tai Road, Heng Fa Chuen,",Heng Fa Chuen,Eastern District
tqgj,Chashou (Lam Tin),Bubble Tea,4.9,662,hong kong,"Shop No. 16, 3rd Floor, Sceneway Plaza, 8 Sceneway Road, Lam Tin,",Lam Tin,Kwun Tong District
n4im,Prince Siu Mai (Kai Tin),Hong Kong,4.8,443,hong kong,"Shop 1079, G/F, Kai Tin Market, 50 Kai Tin Road, Lam Tin,",Lam Tin,Kwun Tong District
imj1,Hana Eggettes,Hong Kong,5.0,262,hong kong,"Shop 133, 1st Floor, Lei Yue Mun Plaza, 80 Lei Yue Mun Road, Yau Tong,",Lei Yue Mun,Kwun Tong District
gorx,Indulge Spices Burgers & Wraps (Yau Tong),Fast Food,4.9,18,hong kong,"Shop F06, 5/F, Wah Fai Industrial Building, 4 Sze Shan Street, Yau Tong,",Yau Tong,Kwun Tong District
jj5f,The Leaf Kitchen (Yau Tong),Hong Kong,4.6,528,hong kong,"Shop 235, 2/F, Domain, 38 Ko Chiu Road, Yau Tong,",Yau Tong,Kwun Tong District
v6uj,Viet Lime Cafe & Restaurant (Chai Wan),Vietnamese,4.6,1249,hong kong,"Shop 1, G/F, Wah Yan House, Wah Ha Estate, 2 Kut Shing Street, Chai Wan,",Chai Wan,Eastern District
v6dt,Original Taste (Wong Tai Sin),Skewers,4.8,336,hong kong,"G/F, 44 Shung Wah Street, Fung Wong New Village, Wong Tai Sin,",Wong Tai Sin,Wong Tai Sin District
v4ij,Delicious Cafe (Lam Tin),Cha Chaan Teng,4.8,1013,hong kong,"Stall L-KT1077, Ground Floor, Kai Tin Market, Kai Tin Shopping Centre, Kai Tin Estate, 50 Kai Tin Road, Lam Tin,",Lam Tin,Kwun Tong District
w6zs,Ka Fung (Diamond Hill),Hong Kong,4.5,271,hong kong,"Shop No.3, G/F, Shopping Centre, Kingsford Terrace, 8 King Tung Street, Hammer Hill,",Kai Tak,Kowloon City District
g3ct,Crafted (Kai Tin Shopping Centre),Hong Kong,4.9,85,hong kong,"Portion A of Shop No. 226 and 227, 2nd Floor, Kai Tin Shopping Centre, 50 Kai Tin Road, Lam Tin,",Lam Tin,Kwun Tong District
v3fm,My Bros Suite,HK Dessert,4.9,1942,hong kong,"SHOP NO.1 G/F TSUI WAN COMMERCIAL PREMISES CHAI WAN HK,",Chai Wan,Eastern District
oy3k,Meow Tea,Drinks,4.9,68,hong kong,"Shop 58, 3/F, Sceneway Plaza, 8 Sceneway Road, Lam Tin,",Lam Tin,Kwun Tong District
dwbe,Lok Yuen,Hong Kong,4.7,207,hong kong,"Shop No. 131, 1st Floor, Lei Yue Mun Plaza, 80 Lei Yue Mun Road, Yau Tong,",Lei Yue Mun,Kwun Tong District
iyy3,Congee Noodle,Congee,4.4,307,hong kong,"Shop 1088, Ground Floor, Kai Tin Market, Kai Tin Shopping Centre, Kai Tin Estate, 50 Kai Tin Road, Lam Tin,",Lam Tin,Kwun Tong District
l9kn,Yin Kee Beef Noodles,Noodles,4.6,196,hong kong,"Shop No. B126, Lower Ground 1st Floor, Ka Wah Arcade, Yau Tong Centre,",Yau Tong,Kwun Tong District
v7zn,Cheng Du Alley Rice Noodle (Yau Tong),Rice Noodles,4.6,1120,hong kong,"Shop B166, G/F, Yau Tong Centre, Ka Wah Arcade, 2-4 Ka Wing Street, Yau Tong,",Yau Tong,Kwun Tong District
jh4k,Octopus 88,Japanese,4.9,17,hong kong,"Shop 43, 3/F, Sceneway Plaza, 8 Sceneway Road, Lam Tin,",Lam Tin,Kwun Tong District
v4th,Yat Seafood Restaurant,Cantonese,4.7,206,hong kong,"Shop 104, 1/F, Hing Wah Plaza, 11 Wan Tsui Road, Chai Wan,",Chai Wan,Eastern District
lntn,Double Happiness (Chee Lok Building),Pizza,4.9,189,hong kong,"Shop 2, G/F, Chee Lok Building, 131-133 Po Kong Village Road, Tsz Wan Shan,",Tsz Wan Shan,Wong Tai Sin District
rw1n,Big Sweet House (Wong Tai Sin) [Extended Delivery],HK Dessert,5.0,48,hong kong,"G/F, 16 Ngan Fung Street, Wong Tai Sin,",Wong Tai Sin,Wong Tai Sin District
xwza,Zeppelin Burger Shop (Chai Wan),Burgers,5.0,163,hong kong,"Shop 101, G/F, Lok Hin Terrace, 350 Chai Wan Road, Chai Wan,",Chai Wan,Eastern District
tb2l,Ox Horn Cafe,Cha Chaan Teng,4.4,58,hong kong,"Shop A6, G/F, Grand View Garden Commercial Complex, 185 Hammer Hill Road, Diamond Hill,",Diamond Hill,Wong Tai Sin District
tm7t,Dragon City Cafe (Lam Tin) [Extended Delivery],Cha Chaan Teng,5.0,25,hong kong,"Shop 3A-59, 3/F, Sceneway Plaza, 8 Sceneway Road, Lam Tin,",Lam Tin,Kwun Tong District
v3ac,Tasty Thai Kitchen and Bar (Thai and Indian cuisine),Southeast Asian,4.5,113,hong kong,"Shop 113, 1/F, Stanley Plaza, 23 Carmel Road, Stanley,",Stanley,Southern District
x2im,Lai Heung Yuen Cafe (Chai Wan),Cha Chaan Teng,4.7,2470,hong kong,"Shop 115-116, 1/F, Phase 1, Hing Wah Plaza, 11 Wan Tsui Road, Chai Wan,",Chai Wan,Eastern District
h2qa,Shanghai Snack Bar,Shanghainese,4.9,598,hong kong,"Shop 10, G/F, Walton Estate Block A Shopping Arcade, 341-343 Chai Wan Road, Chai Wan,",Chai Wan,Eastern District
x0uz,Kam Kee Cafe (Stanley),Cha Chaan Teng,4.9,2238,hong kong,"Shop 102-103, 1/F, Stanley Plaza, 23 Carmel Road, Stanley,",Stanley,Southern District
w2kt,Foodie's Hut (Chai Wan),Cart Noodles,4.9,441,hong kong,"Shop G06, G/F, Wan Tsui Shopping Centre, Wan Tsui Estate, 2 Wah Ha Street, Chai Wan,",Chai Wan,Eastern District
ada7,Full Moon Seafood Restaurant,Chinese,4.4,90,hong kong,"Shop 201, 2/F, Yau Lai Shopping Centre, Yau Tong,",Yau Tong,Kwun Tong District
hhjp,Lara Lara (Yau Tong),Bubble Tea,4.9,60,hong kong,"9 Yau Lai Shopping Center Level 3 Icook Inside, Yau Tong Rd, Yau Tong, Hong Kong,",Yau Tong,Kwun Tong District
x9vv,Cha Kee Lab (Yau Tong),Hong Kong,4.7,33,hong kong,"Shop LG202-LG203, LG2/F, Domain, 38 Ko Chiu Road, Yau Tong,",Yau Tong,Kwun Tong District
c3it,Grandma Desserts,HK Dessert,4.2,18,hong kong,"Level 3, Shop 40, Sceneway Plaza, 1-17 Sceneway Road, Lam Tin,",Lam Tin,Kwun Tong District
ncob,Very Yummy,Cha Chaan Teng,3.8,40,hong kong,"Shop 18, Level 1, Rambler Plaza, Rambler Crest, 1 Tsing Yi Road, Tsing Yi,",Tsing Yi,Kwai Tsing District
w9ir,Tin Tin Vegetarian Restaurant (Lam Tin),Hong Kong,4.2,169,hong kong,"Shop 17-18, 3/F, Sceneway Plaza, Lam Tin,",Lam Tin,Kwun Tong District
zc1n,Pak Don (Yau Tong),Hainan chicken,4.8,645,hong kong,"Shop M08, MTR Floor, Domain, 38 Ko Chiu Road, Yau Tong,",Yau Tong,Kwun Tong District
f3u3,Free Match,Hong Kong,5.0,55,hong kong,"Shop 211, G/F, Lok Hin Terrace, 350 Chai Wan Road, Chai Wan,",Chai Wan,Eastern District
vwzr,Lyu Kam Kee Shredded Chicken (Chai Wan),Shredded chicken,4.9,113,hong kong,"Shop 102, G/F, Lok Hin Terrace, 350 Chai Wan Road, Chai Wan,",Chai Wan,Eastern District
w0sr,Peace Cuisine (Yau Tong),Chinese,4.9,415,hong kong,"Shop 237, 2/F, Domain, 38 Ko Chiu Road, Yau Tong,",Yau Tong,Kwun Tong District
w5mh,Sea View Restaurant,Cha Chaan Teng,4.8,1310,hong kong,"G/F, 10 YAT KING HOUSE, LAI KING ESTATE, KWAI CHUNG, TSUEN WAN, NEW TERRITORIES,",Kwai Chung,Kwai Tsing District
w4jt,Nice Dessert,HK Dessert,4.9,825,hong kong,"Shop B161, Yau Tong Centre, 2-4 Ka Wing Street, Yau Tong,",Yau Tong,Kwun Tong District
w8jl,Pearl Pearl Kitchen (Lam Tin),Chinese,4.7,1180,hong kong,"Shop No. 1, G/F, 49 Kai Tin Road, Lam Tin,",Lam Tin,Kwun Tong District
n8uo,Yakiniku Yamagyu (Tsz Wan Shan),Japanese,4.7,71,hong kong,"Shop 1-3, G/F, Tsz Wan Shan Shopping Centre, 23 Yuk Wah Street, Tsz Wan Shan,",Tsz Wan Shan,Wong Tai Sin District
x4xj,Yummy Garden (First Branch),Snacks,5.0,51,hong kong,"Shop 57, Level 3, Sceneway Plaza, 8 Sceneway Road, Lam Tin, Kowloon,",Lam Tin,Kwun Tong District
