StoreId,CompleteStoreName,FoodType,AverageRating,Reviewers,City,Location,District,Admin_District
nqo5,Naiyana Thai Ubon Restaurant,Thai,5.0,19,hong kong,"Shop 34-35, 5/F, Sceneway Plaza, 8 Sceneway Road, Lam Tin,",Lam Tin,Kwun Tong District
z99s,Chang Ying Taiwanese and Japanese Cuisine,Japanese,4.5,51,hong kong,"Shop 822, 5/F, Sceneway Plaza, 8 Sceneway Road, Lam Tin,",Lam Tin,Kwun Tong District
u884,Tian Tian Tea & Coffee,Cha Chaan Teng,4.8,266,hong kong,"Shop 9, 11, 12 & 13, G/F, Walton Estate Shopping Centre, 1-3 Yee Shun Street, Chai Wan,",Chai Wan,Eastern District
v0ef,Food Heaven,Hong Kong,4.0,88,hong kong,"Shop 5, G/F, Tsui Wan Commercial Premises, Chai Wan,",Chai Wan,Eastern District
onv2,An Nam Pho (Heng Fa Chuen),Pho,4.9,224,hong kong,"Shop G43B, G/F, Paradise Mall, Heng Fa Chuen, 100 Shing Tai Road, Chai Wan,",Chai Wan,Eastern District
v8ul,Kim Gary Restaurant (Yau Tong),Cha Chaan Teng,4.6,387,hong kong,"Shop 139-140 & 142-146, 1st Floor, Ka Fu Arcade, Yau Tong Centre, 1 Ka Wing Street, Yau Tong,",Yau Tong,Kwun Tong District
lj2v,New APM Kitchen,Chinese,4.7,153,hong kong,"Shop B176, Lower Ground Floor, Ka Wah Arcade, 2-4 Ka Wing Street, Yau Tong,",Yau Tong,Kwun Tong District
p221,Coffee Dome,Coffee,5.0,36,hong kong,"Refreshment Kiosk, Chai Wan Park, 3 Yee Shun Street, Chai Wan,",Chai Wan,Eastern District
lqjp,Thai Yummy,Thai,4.5,92,hong kong,"Shop 75, Lei Yue Mun Market, G/F, Lei Yue Mun Plaza, 80 Lei Yue Mun Road, Yau Tong,",Lei Yue Mun,Kwun Tong District
abve,Beef & Liberty (Stanley),Western,5.0,42,hong kong,"Shop G04, G/F, Stanley Plaza, 23 Carmel Road, Stanley,",Stanley,Southern District
v2lf,CP Pancake & Pho Cafe,Vietnamese,4.7,972,hong kong,"Shop G28, G/F, Domain, 38 Ko Chiu Road, Yau Tong,",Yau Tong,Kwun Tong District
w7se,Chung's House (Stanley),Chinese,4.9,264,hong kong,"Shop 308, 3/F, Stanley Plaza, 23 Carmel Road, Stanley,",Stanley,Southern District
v6cs,Shun Fung Restaurant,Chiu Chow,4.8,1143,hong kong,"SHOP 1-2, COOKED FOOD STALL, SHUN TIN ESTATE, 9 SHUN ON ROAD, KWUN TONG, KOWLOON,",Kwun Tong,Kwun Tong District
ol9x,Feng Congee,Congee,4.9,283,hong kong,"Stall 39, G/F, Yau Tong Market, Lei Yue Mun Plaza, 80 Lei Yue Mun Road, Yau Tong,",Lei Yue Mun,Kwun Tong District
z7av,Grove (Yau Tong),Western,4.9,773,hong kong,"Shop G28A, G/F, Domain, 38 Ko Chiu Road, Yau Tong,",Yau Tong,Kwun Tong District
qbzc,Surf & Turf Grill and Bar,Western,5.0,90,hong kong,"Shop 302, 3/F, Stanley Plaza, Ma Hang Estate, 23 Carmel Road, Stanley,",Stanley,Southern District
x4ze,Super Super Congee & Noodles (Choi Wan Shopping Centre),Congee,4.8,669,hong kong,"Shop No. A325, Third Floor, Choi Wan Shopping Centre (Phase 2), Choi Wan (I) Estate, 45 Clear Water Bay Road, Ngau Chi Wan,",Ngau Chi Wan,Wong Tai Sin District
xb45,18CTEA (Chai Wan),Bubble Tea,4.6,12,hong kong,"Shop 115, G/F, Lok Hin Terrace, 350 Chai Wan Road, Chai Wan,",Chai Wan,Eastern District
v8gj,Lung Fung Restaurant (Chai Wan),Hong Kong,4.9,241,hong kong,"Shop G34-G36, G/F, Paradise Mall, 100 Shing Tai Road, Heng Fa Chuen,",Heng Fa Chuen,Eastern District
x7gk,Kizuna Sushi,Sushi,4.4,164,hong kong,"Shop 1, G/F, Chee Lok Building, 131-133 Po Kong Village Road, Tsz Wan Shan,",Tsz Wan Shan,Wong Tai Sin District
w5vy,Hainanmom (Chai Wan),Hainan chicken,4.9,2062,hong kong,"Shop 70-80, G/F, Walton Estate Block B Shopping Arcade, 341-343 Chai Wan Road, Chai Wan,",Chai Wan,Eastern District
eaby,Wing Kee Restaurant,Cha Chaan Teng,4.8,74,hong kong,"Shop B1, G/F, Ming Fung Mansion, 12 Yuk Wah Crescent, Tsz Wan Shan,",Tsz Wan Shan,Wong Tai Sin District
gchz,Grandma’s Kitchen,Hong Kong,4.8,122,hong kong,"Shop R01, Rooftop Garden, Domain, 38 Ko Chiu Road, Yau Tong,",Yau Tong,Kwun Tong District
x5bz,Good Friends Restaurant,Hong Kong,5.0,836,hong kong,"Shop 3B, G/F, 8 Shung Shun Street, Yau Tong, Lei Yue Mun,",Lei Yue Mun,Kwun Tong District
w7rf,Ming Garden Restaurant (Heng Fa Chuen),Chinese,5.0,79,hong kong,"Shop 133-135, 1/F, Paradise Mall, 100 Shing Tai Road, Heng Fa Chuen,",Heng Fa Chuen,Eastern District
f0fd,Bu Bu BBQ,Skewers,4.3,106,hong kong,"Shop B173, LG/F, Ka Wah Arcade, Yau Tong Centre, 2-4 Ka Wing Street, Yau Tong,",Yau Tong,Kwun Tong District
wqts,Kam Wo Restaurant,Hong Kong,4.6,595,hong kong,"G/F, 78 Sheung Fung Street, Wong Tai Sin,",Wong Tai Sin,Wong Tai Sin District
vnpz,Yummy Restaurant,Cha Chaan Teng,4.6,126,hong kong,"Shop P1-P2, Lei Yue Mun Market, 6 Lei Yue Mun Path, Lei Yue Mun,",Lei Yue Mun,Kwun Tong District
v3ly,Ming Foo Roasted Meat Shop (Yau Tong),Siu Mei,4.7,333,hong kong,"Stall No. 5 & 6, G/F, Lei Yue Mun Plaza Market, Lei Yue Mun Road, Yau Tong,",Lei Yue Mun,Kwun Tong District
w9ek,Tomita Japanese Restaurant (Yau Tong),Japanese,4.9,378,hong kong,"Shop 102-103, 1/F, Yau Lai Shopping Centre, Yau Lai Estate, Yau Tong,",Yau Tong,Kwun Tong District
xytm,Soymylk.Co (Kwai Chung),Drinks,4.6,11,hong kong,"Shop 493A, 4/F, Metroplaza, 223 Hing Fong Road, Kwai Fong,",Kwai Fong,Kwai Tsing District
h957,Tsui Yuen Restaurant (Tsz Wan Shan),Cha Chaan Teng,4.9,443,hong kong,"Shop 3 & Portion of Shop 4, G/F, Manning Theatre Building, 68-72 Yuk Wah Street, Tsz Wan Shan,",Tsz Wan Shan,Wong Tai Sin District
jxm6,Ricky's,Cha Chaan Teng,5.0,67,hong kong,"Shop A1, G/F, New Town Mansion, 26 Stanley Main Street, Stanley,",Stanley,Southern District
x9eu,Happy Fruit,Drinks,5.0,33,hong kong,"Shop E1, G/F, Ka Wah Building, 30 Yuk Wah Crescent, Tsz Wan Shan,",Tsz Wan Shan,Wong Tai Sin District
w0of,Tai Cheong Restaurant,Cha Chaan Teng,4.7,157,hong kong,"G/F, 9 Tsz Wah Lane, Tsz Wan Shan,",Tsz Wan Shan,Wong Tai Sin District
w5yz,So Yeah Dessert,HK Dessert,4.8,1250,hong kong,"Shop 319-320, G/F, Lok Hin Terrace, 350 Chai Wan Road, Chai Wan,",Chai Wan,Eastern District
nch2,B&W Spoon Lab (Kwai Chung),Hong Kong,5.0,10,hong kong,"Flat J, 3/F, Goldfield Industrial Building Phase 1, 144-150 Tai Lin Pai Road, Kwai Chung,",Kwai Chung,Kwai Tsing District
qsv8,My Cafe (Tsz Wan Shan),Cha Chaan Teng,4.8,377,hong kong,"Shop 524-527, 5/F, Tsz Wan Shan Shopping Centre, 23 Yuk Wah Street, Tsz Wan Shan,",Tsz Wan Shan,Wong Tai Sin District
u3rv,The Food is Good (Po Tat),Cantonese,4.8,1245,hong kong,"Stall 23, G/F, Po Tat Market, Po Tat Shopping Centre,",Po Tat,Kwun Tong District
k4rr,Kam Lok Hin,Sichuan,4.7,303,hong kong,"Shop 215-216, G/F, Lok Hin Terrace, 350 Chai Wan Road, Chai Wan,",Chai Wan,Eastern District
fzbz,Qin Hei Congee,Congee,4.9,167,hong kong,"Shop 63, On Tai Market, LG/F, On Tai Shopping Centre, On Tai Estate, 20 On Sau Road, Kwun Tong,",Kwun Tong,Kwun Tong District
c3r3,Phu Quoc Island,Vietnamese,4.9,61,hong kong,"Shop M70, G/F, Tak Tin Plaza Market, 223 Pik Wan Road, Lam Tin,",Lam Tin,Kwun Tong District
w3ua,Ying Ying Workshop (Tsing Yi),Hong Kong,4.7,240,hong kong,"SHOP 1, 1/F, WET MARKET, CHEUNG CHING COMMERCIAL COMPLEX, CHEUNG CHING ESTATE, TSING YI, NEW TERRITORIES,",Tsing Yi,Kwai Tsing District
pjuq,Almond Desserts Cafe (Kwai Chung),HK Dessert,4.9,442,hong kong,"Shop 477-478, Metroplaza, Kwai Fong,",Kwai Fong,Kwai Tsing District
ydh8,Straight Food Express,Hong Kong,5.0,30,hong kong,"Unit 28, 6/F, Block 1, Golden Industrial Building, 16-26 Kwai Tak Street, Kwai Chung,",Kwai Chung,Kwai Tsing District
v4qf,Wah On Cafe,Cha Chaan Teng,4.9,662,hong kong,"Shop 5-8, G/F, On Chak House, Shun On Estate, Kwun Tong,",Kwun Tong,Kwun Tong District
vzke,Ho Tea,Bubble Tea,4.7,61,hong kong,"Shop B2, G/F, Ka Wah Building, 74-80A Yuk Wah Street, Tsz Wan Shan,",Tsz Wan Shan,Wong Tai Sin District
vo59,Sam Kee Chiu Chow Restaurant,Hong Kong,4.8,121,hong kong,"G/F, 8 Po King Lane, Tsz Wan Shan, Wong Tai Sin,",Wong Tai Sin,Wong Tai Sin District
w4nk,Heart Melt Dessert (Tsz Wan Shan),HK Dessert,4.7,428,hong kong,"G/F, 2B Koon Wah Lane, Tsz Wan Shan, Wong Tai Sin,",Wong Tai Sin,Wong Tai Sin District
bemf,The Hunger (Stanley),Hong Kong,4.8,60,hong kong,"Shop U1-U2, UG/F, Donmark Mansion, 126 Stanley Main Street, Stanley,",Stanley,Southern District
qq5v,Lotmee,Western,4.3,23,hong kong,"Shop 270-271, 2/F, Metroplaza, 223 Hing Fong Road, Kwai Chung,",Kwai Chung,Kwai Tsing District
fq6o,Happy Egg Puff,Hong Kong,4.9,67,hong kong,"Shop 1, G/F, Man Po Building, 28 Yuk Wah Crescent, Tsz Wan Shan,",Tsz Wan Shan,Wong Tai Sin District
owql,Bistro By The Bay,Western,4.0,17,hong kong,"Shop A1, G/F, Sea and Sky Court, 92 Stanley Main Street, Stanley,",Stanley,Southern District
efnd,Hiya Cha Fan (Kwai Fong Plaza),Cha Chaan Teng,4.1,49,hong kong,"Shop 3, G/F, Kwai Fong Plaza, Kwai Fong Estate, 177 Hing Fong Road, Kwai Chung,",Kwai Fong,Kwai Tsing District
x5dp,Fook Hing Restaurant (Kwun Tong),Hong Kong,4.3,403,hong kong,"Shop 3-4A, Sau Mau Ping Market, Sau Mau Ping Shopping Centre, Kwun Tong,",Kwun Tong,Kwun Tong District
rzao,Cheung Lok Snack Food,Cart Noodles,4.7,53,hong kong,"Shop 102, Level 3, Mayfair Gardens Shopping Arcade, 2-16 Sai Shan Road, Tsing Yi,",Tsing Yi,Kwai Tsing District
x2rj,Viet & Thai (Chai Wan),Southeast Asian,3.1,78,hong kong,"Unit 4, 15/F, Chai Wan Industrial City, 60 Wing Tai Road, Chai Wan,",Chai Wan,Eastern District
bria,Red Chilli (Lam Tin),Chinese,4.9,57,hong kong,"Shop 68, Tak Tin Shopping Centre, Tak Tin Estate, Lam Tin,",Lam Tin,Kwun Tong District
npaw,Mo Mo Cha,Taiwanese,4.6,122,hong kong,"Shop 99, 3th Floor, Mayfair Gardens Shopping Centre, Tsing Yi,",Tsing Yi,Kwai Tsing District
zu6q,Cluck Cluck (Lok Hin Terrace),Thai,4.9,628,hong kong,"Shop 303, G/F, Lok Hin Terrace, 350 Chai Wan Road, Chai Wan,",Chai Wan,Eastern District
tc3z,Shifen Shun Lee Station,Taiwanese,4.5,45,hong kong,"Shop D07, 3/F, Shun Lee Commercial Centre, 15 Lee On Road, Kwun Tong,",Kwun Tong,Kwun Tong District
vlig,Baby Elephant Thai Kitchen,Thai,4.6,31,hong kong,"Shop A2, G/F, Sea and Sky Court, 92 Stanley Main Street, Stanley,",Stanley,Southern District
gv8a,Hung Kee Seafood Restaurants  (Wong Tak Fat),Hong Kong,4.9,785,hong kong,"Shop 6 and 7, G/F, Yu On House, Yu Wan Estate, 365 Chai Wan Road, Chai Wan,",Chai Wan,Eastern District
l1si,GUIJI,Taiwanese,5.0,14,hong kong,"Shop 266, Level 2, Metroplaza, 223 Hing Fong Road, Kwai Chung,",Kwai Chung,Kwai Tsing District
uynf,Sixty Six,Western,5.0,119,hong kong,"Shop A, G/F, Gartside Building, 24 Yuk Wah Crescent, Tsz Wan Shan,",Tsz Wan Shan,Wong Tai Sin District
a2my,GSH EXPRESS (Tsz Wan Shan Shopping Centre),Shanghainese,4.8,732,hong kong,"Shop 410C-1, 4/F, Tsz Wan Shan Shopping Centre, 23 Yuk Wah Street, Tsz Wan Shan,",Tsz Wan Shan,Wong Tai Sin District
a138,Ya Tai Restaurant,Japanese,4.9,146,hong kong,"Stall M67, Market, G/F, Tak Tin Plaza, Tak Tin Estate, 223 Pik Wan Road, Lam Tin,",Lam Tin,Kwun Tong District
vdig,Welcome You Food Hall,Cha Chaan Teng,4.7,87,hong kong,"Flat E, G/F, Wing Hong Factory Building, 18-26 Kwai Fung Crescent, Kwai Chung,",Kwai Chung,Kwai Tsing District
c6y6,Sun Cheong Restaurant,Dim Sum ,4.8,205,hong kong,"G/F & C/L, 14 Tsz Wah Lane, Tsz Wan Shan,",Tsz Wan Shan,Wong Tai Sin District
iwmn,Hello Sichuan,Sichuan,4.8,32,hong kong,"Shop 27, LG/F, Market of On Tai Shopping Centre, On Tai Estate, 20 On Sau Road, Kwun Tong,",Kwun Tong,Kwun Tong District
z4jl,EMONE,Korean,4.9,965,hong kong,"Shop 26, Market at LG/F, On Tai Shopping Centre, On Tai Estate, Kwun Tong,",Kwun Tong,Kwun Tong District
fvot,Two Three Bowl Rice Noodle,Rice Noodles,4.9,536,hong kong,"G/F, Ka Wah Building, 80 Yuk Wah Street, Tsz Wan Shan,",Tsz Wan Shan,Wong Tai Sin District
q9wa,Cafe Grouchos,Western,4.9,147,hong kong,"Shop 4, G/F, Stanley Waterfront Mart, 20 Stanley Market Road, Stanley,",Stanley,Southern District
w5dw,Wong Lo Kat (Kwun Tong),Drinks,5.0,45,hong kong,"SHOP G03, PODIUM F3, SHUN LEE SHOPPING CENTRE, LEE HONG HOUSE, KWUN TONG,",Kwun Tong,Kwun Tong District
xmpf,Wow Charsiu (Kwai Chung),Hong Kong,5.0,188,hong kong,"Room H, 2/F, Phase III, Golden Dragon Industrial Centre, 172-180 Tai Lin Pai Road, Kwai Chung,",Kwai Chung,Kwai Tsing District
u8xv,Wo Mei Ka,Hong Kong,4.7,57,hong kong,"Shop 2, G/F, Phase 1, Tsz Ching Shopping Centre, 80 Tsz Wan Shan Road, Tsz Wan Shan,",Tsz Wan Shan,Wong Tai Sin District
mdy1,Lan Lan Restaurant,Chinese,4.4,14,hong kong,"Shops C & D, LG/F, Donmark Mansion, 126 Stanley Main Street, Stanley,",Stanley,Southern District
q7jm,Lin Fung Food,Hong Kong,4.7,1001,hong kong,"Shop 2, Cooked Food Market, Kwai Shun Street, Kwai Chung,",Kwai Chung,Kwai Tsing District
fx9d,Yummy Fast Food,Vietnamese,4.9,1095,hong kong,"Shop 6, Ground Floor, 16 Yuk Wah Crescent, Tsz Wan Shan,",Tsz Wan Shan,Wong Tai Sin District
v2s0,Fai Wong Good Food,Hong Kong,4.9,110,hong kong,"Shop 420, G/F, Lok Hin Terrace, 350 Chai Wan Road, Chai Wan,",Chai Wan,Eastern District
kjq6,Heed,Western,4.7,37,hong kong,"Portion A of Shop B, 4/F, Yiko Industrial Building, 10 Ka Yip Street, Chai Wan,",Chai Wan,Eastern District
yj4g,Lantern Lomei (Kwai Fong),Taiwanese,4.5,187,hong kong,"Shop 181, 1/F, Metroplaza, 223 Hing Fong Road, Kwai Chung,",Kwai Chung,Kwai Tsing District
r50u,Spicy Skewers,Sichuan,5.0,536,hong kong,"Shop 412, G/F, Lok Hin Terrace, 350 Chai Wan Road, Chai Wan,",Chai Wan,Eastern District
w0zi,Tsui Yuen Restaurant (Tsing Yi),Cha Chaan Teng,4.6,979,hong kong,"Shop 115& 116 Podium, Mayfair Garden, 2-16 Sai Shan Road, Tsing Yi,",Tsing Yi,Kwai Tsing District
bq02,Shelter Cafe,Western,4.8,52,hong kong,"Shop 1307, 13/F, Chai Wan Industrial City Phase I, 60 Wing Tai Road, Chai Wan,",Chai Wan,Eastern District
rp8o,Ching Fu Foods,Cart Noodles,4.8,110,hong kong,"Shop 102, UG/F, Ching Fu Shopping Centre, Ching Fu Court, 18 Tsing Yi Road, Tsing Yi,",Tsing Yi,Kwai Tsing District
hbtm,Two Three Skewer,Skewers,4.9,448,hong kong,"Shop 3A, G/F, Che Cheung Building, 16 Yuk Wah Crescent, Tsz Wan Shan,",Tsz Wan Shan,Wong Tai Sin District
sn35,Mr Burger & Cafe,Burgers,4.8,308,hong kong,"Shop 28, G/F, Mayfair Gardens Block 10, 2-16 Sai Shan Road, Tsing Yi,",Tsing Yi,Kwai Tsing District
qzxo,Bubble Lee (Kwai Chung),Bubble Tea,4.9,98,hong kong,"Shop 2008B ,Trendy Lane 2, 2/F Kwai Chung Plaza , No. 7-11 Kwai Foo Road , Kwai Chung,",Kwai Chung,Kwai Tsing District
lkam,Hideyoshi,Japanese,4.9,33,hong kong,"Shop 107 & 113, 3/F, Podium, Block 9, Mayfair Gardens, 2-16 Sai Shan Road, Tsing Yi,",Tsing Yi,Kwai Tsing District
wcyy,Family Lee Snack Expert Company,Hong Kong,4.6,54,hong kong,"Shop 4A, G/F, Che Cheung Building, 16 Yuk Wah Crescent, Tsz Wan Shan,",Tsz Wan Shan,Wong Tai Sin District
r6ot,Yan Kee Congee,Congee,4.6,872,hong kong,"Shop 6-8, M.C.BOX, G/F, Po Tat Shopping Centre, 2 Po Lam Road, Sau Mau Ping, Kwun Tong,",Po Lam,Sai Kung District
g434,VBT Kitchen & Bar (Stanley),Vietnamese,4.5,271,hong kong,"Shop G07, G/F, Stanley Plaza, 23 Carmel Road, Stanley,",Stanley,Southern District
miav,Kam Hei Canteen,Cha Chaan Teng,4.5,314,hong kong,"Flat K-L, 2/F, Block 4, Golden Dragon Industrial Centre, 182-190 Tai Lin Pai Road, Kwai Chung,",Kwai Chung,Kwai Tsing District
w3ay,Chor Sum Cart Noodles,Hong Kong,4.8,1173,hong kong,"SHOP 35,G/F, BLOCK 8, MAYFAIR GARDEN SHOPPING CENTRE, TSING YI,",Tsing Yi,Kwai Tsing District
zu9z,Barbecue (Tsing Yi),Skewers,3.7,11,hong kong,"Unit 6, 10/F, Block E, Phase 2, Tsing Yi Industrial Centre, 1-33 Cheung Tat Road, Tsing Yi,",Tsing Yi,Kwai Tsing District
x3op,Chong Wing Restaurant,Cha Chaan Teng,4.6,1366,hong kong,"Shop M90, G/F, Tak Tin Market, Tak Tin Estate, 223 Pik Wan Road, Lam Tin,",Lam Tin,Kwun Tong District
w4kn,Sun Hing Noodles (On Tai),Cart Noodles,4.9,898,hong kong,"SHOP 15 G/F ON TAI MARKET ON TAI ESTATE, KWUN TONG,",Kwun Tong,Kwun Tong District
tb5t,Pak Yeung Soup Rice,Chinese,4.8,221,hong kong,"Shop 1 & 5A, UG/F, Wah Lai House, 20 Yuk Wah Crescent, Tsz Wan Shan, Wong Tai Sin,",Wong Tai Sin,Wong Tai Sin District
wzo7,Happy Together,Burgers,4.8,124,hong kong,"Shop 107, Under Ground Floor, On Tai Shopping Centre, On Tai Estate, 20 On Sau Road, Kwun Tong,",Kwun Tong,Kwun Tong District
j0jq,BB Egg Waffle (Chai Wan),Dessert,5.0,494,hong kong,"Shop 413, G/F, Lok Hin Terrace, 350 Chai Wan Road, Chai Wan,",Chai Wan,Eastern District
xrvt,Four X Four,Coffee,5.0,289,hong kong,"G/F, 143 Sheung Keng Hau Village, Tai Wai, Sha Tin,",Sha Tin,Sha Tin District
y9sh,Alishan Food Station (Greenfield),Taiwanese,4.8,1342,hong kong,"Shop No.6, G/F Greenfield Garden Commercial Centre Phase 1, Tsing Yi,",Tsing Yi,Kwai Tsing District
a10k,Ok Restaurant,Cha Chaan Teng,4.8,134,hong kong,"Shop 213, 2/F, Kowloon Commerce Centre, 51 Kwai Cheong Road, Kwai Chung,",Kwai Chung,Kwai Tsing District
s4so,Pak Mei Chuen,Sichuan,4.0,367,hong kong,"G/F, 52A1 Sheung Keng Hau Village, Tai Wai,",Tai Wai,Sha Tin District
n8c3,P.AM,Taiwanese,4.8,282,hong kong,"Shop G12, G/F, Hang King Shopping Arcade, 9 Wing Fong Road, Kwai Chung,",Kwai Chung,Kwai Tsing District
popo,Hou Sek Yi Fan,Hong Kong,3.4,27,hong kong,"Shop 2003, 2/F, Phase 2, Trendy Lane, Kwai Chung Plaza, 7 Kwai Foo Road, Kwai Chung,",Kwai Chung,Kwai Tsing District
v0rp,Sheung Thai,Thai,4.5,773,hong kong,"G/F., 124 Chung Hei Estate, Tsing Yi,",Tsing Yi,Kwai Tsing District
m9nc,Meow Noodles,Hong Kong,4.5,43,hong kong,"Shop 2011, 2/F, Kwai Chung Plaza, 7 Kwai Foo Road, Kwai Fong,",Kwai Fong,Kwai Tsing District
ktr0,Gik Sheung Takoyaki,Japanese,5.0,44,hong kong,"Shop B75B, 1/F, Kwai Chung Plaza, 7-11 Kwai Foo Road, Kwai Chung,",Kwai Chung,Kwai Tsing District
r1q5,Little Pig Mum Snacks,Hong Kong,4.8,35,hong kong,"Portion A, G/F, 136 Chung Mei Lo Uk Village, Chung Mei Road, Tsing Yi,",Tsing Yi,Kwai Tsing District
r71y,Thai & Dessert Cafe,Cha Chaan Teng,4.0,34,hong kong,"Shop 8, G/F, Hong Kwai House, Cheung Hong Estate, 12 Ching Hong Road, Tsing Yi,",Tsing Yi,Kwai Tsing District
vhph,Thai Fung So,Thai,4.3,85,hong kong,"Shop A76B, G/F, Kwai Chung Plaza, 7-11 Kwai Foo Road, Kwai Fong,",Kwai Fong,Kwai Tsing District
xav4,What’s Yogurt and Drink,Western,5.0,11,hong kong,"Shop 303C, 3/F, Kwai Chung Plaza, 7-11 Kwai Foo Road, Kwai Chung,",Kwai Chung,Kwai Tsing District
g456,King Wu Ting Restaurant [Extended Delivery],Shanghainese,4.1,25,hong kong,"Shop 219, 1/F, Hin Keng Shopping Centre, Hin Keng Estate, 69 Che Kung Miu Road, Tai Wai,",Tai Wai,Sha Tin District
nrd1,Marble Cart Noodle,Cart Noodles,4.8,512,hong kong,"Shop A15, G/F, Kwai Chung Plaza, 7-11 Kwai Foo Road, Kwai Chung,",Kwai Chung,Kwai Tsing District
v9se,Dream Bistro,International,4.4,89,hong kong,"G/F, 61 Hin Tin Village, Hin Kwai Lane, Tai Wai,",Tai Wai,Sha Tin District
l7n8,Autumn Luosifen (Kwai Chung),Chinese,4.9,86,hong kong,"SHOP C, G/F, KWAI CHEUNG BUILDING, 97-111 WING FONG ROAD, KWAI CHUNG, NT,",Kwai Chung,Kwai Tsing District
v9jz,Bake & Grill (Kwai Fong),Hong Kong,4.9,1921,hong kong,"SHOP 33,35,36,3/F, Kwai Chung Plaza, 7 Kwai Foo Road, Kwai Fong, Kwai Fong,",Kwai Fong,Kwai Tsing District
mrvg,Super Taste,Vietnamese,3.8,14,hong kong,"G/F, 72 Sheung Keng Hau Village, Tai Wai,",Tai Wai,Sha Tin District
ojz2,Pigworks,Hong Kong,4.5,20,hong kong,"Shop A, 1/F, Kwai Chung Plaza, 7 Kwai Foo Road, Kwai Chung,",Kwai Chung,Kwai Tsing District
bdjl,Cinnamoroll,Cha Chaan Teng,3.6,18,hong kong,"Shop 306, 3/F, The Galaxy, 313 Castle Peak Road - Kwai Chung, Kwai Chung,",Kwai Chung,Kwai Tsing District
jl1i,12 Sauces Skewers,Skewers,4.6,101,hong kong,"Shop 14, G/F, Kwai Fong Plaza, 177 Hing Fong Road, Kwai Chung,",Kwai Fong,Kwai Tsing District
lcu7,Yue Mun Vietnamese Restaurant,Vietnamese,4.7,1002,hong kong,"Shop 4, G/F, Greenfield Shopping Arcade, Phase 1, Greenfield Garden, 1 Fung Shue Wo Road, Tsing Yi,",Tsing Yi,Kwai Tsing District
htb5,Circle Rice Roll (Kwai Chung),Hong Kong,4.5,17,hong kong,"Shop B1B, G/F, King Po Mansion, 186 Hing Fong Road, Kwai Chung,",Kwai Chung,Kwai Tsing District
ykcz,Three Sisters Thai Food,Thai,4.5,52,hong kong,"Shop A1, G/F, Yuet Loong Mansion, 15-25 Ko Fong Street, Kwai Chung,",Kwai Chung,Kwai Tsing District
v6lp,Sushi On (Kwai Chung),Japanese,4.7,319,hong kong,"Shop 2002, 2/F, Kwai Chung Plaza, 7 Kwai Foo Road, Kwai Fong,",Kwai Fong,Kwai Tsing District
v2dm,Pasta & Oyster House (Siu Sai Wan),Western,4.9,477,hong kong,"Shop 66, G/F, Harmony Garden, 9 Siu Sai Wan Road, Chai Wan,",Chai Wan,Eastern District
zp1h,Lan Fang Restaurant,Cha Chaan Teng,4.8,332,hong kong,"G/F, Ko Fong Building, 27-29B Ko Fong Street, Kwai Fong,",Kwai Fong,Kwai Tsing District
rkqe,Ball Ball House,HK Dessert,5.0,189,hong kong,"G/F, 2 Sheung Keng Hau, Hin Keng Street, Tai Wai,",Tai Wai,Sha Tin District
y8gs,Tong Chick,Hong Kong,4.9,483,hong kong,"Shop 302A, 3rd Floor, Kwai Chung Plaza, 7-11 Kwai Foo Road, Kwai Fong,",Kwai Fong,Kwai Tsing District
w8el,Pizza Bird Pizza and Chicken (Tai Wai),Pizza,4.8,829,hong kong,"Shop 56B, G/F., Lot 580 Sheung Keng Hau Village, Tai Wai,",Tai Wai,Sha Tin District
p3th,Sunny Food Shop,Cha Chaan Teng,4.9,366,hong kong,"Ground Floor, 16 Shun Fong Street, Kwai Fong,",Kwai Fong,Kwai Tsing District
e44o,Chiu Chik Mui,Hong Kong,4.7,19,hong kong,"Shop 1091, 1/F, Kwai Chung Plaza, 7-11 Kwai Foo Road, Kwai Fong,",Kwai Fong,Kwai Tsing District
rrik,Chongqing Snacks (Kwai Fong),Sichuan,4.7,64,hong kong,"Shop 85A, 3rd Floor, Kwai Chung Plaza, 7-11 Kwai Foo Road, Kwai Chung,",Kwai Chung,Kwai Tsing District
o8hj,Deerlicious Pudding (Kwai Fong),Japanese,4.9,79,hong kong,"Shop 3069 T5-T6, Top World, 3/F, Kwai Chung Plaza, 7 Kwai Foo Road, Kwai Fong,",Kwai Fong,Kwai Tsing District
jh3g,Sutadonya Kyoto Macha An,Rice Bowl,4.4,10,hong kong,"Shop 240-243, 2/F, Metroplaza, 223 Hing Fong Road, Kwai Chung,",Kwai Chung,Kwai Tsing District
uozq,Fancy Salad (Tsing Yi),Salad,4.8,25,hong kong,"Portion A of Room 11, 16/F, Block B, Vigor Industrial Building, 14-20 Cheung Tat Road, Tsing Yi,",Tsing Yi,Kwai Tsing District
xcqn,Sam Village,Japanese,4.8,43,hong kong,"Shop 27A, Siu Sai Wan Market, G/F, Siu Sai Wan Plaza, 10 Siu Sai Wan Road, Siu Sai Wan,",Sai Wan,Central and Western District
v9ts,Relax Coffee,Coffee,5.0,35,hong kong,"Shop G06, G/F, Life@KCC , 72-76 Kwai Cheong Road, Kwai Chung,",Kwai Chung,Kwai Tsing District
